Source,normalized_particle.L_concentration,size_min_um,size_max_um,DOI,Sample_ID,Subsample_ID,alpha_lower,alpha,alpha_upper,correction_factor,corrected_concentration,correction_factor_lower,corrected_concentration_lower,correction_factor_upper,corrected_concentration_upper
drinkingwater,165,1.5,5000,10.3389/fchem.2018.00407,Oct 0118NHBRB|10.3389/fchem.2018.00407,N/A,1.09,1.64,2.19,1.3,214.5,1.07,176.84,1.62,267.33
drinkingwater,74.6,1.5,5000,10.3389/fchem.2018.00407,P18NOV17CG3|10.3389/fchem.2018.00407,N/A,1.09,1.64,2.19,1.3,96.98,1.07,79.95,1.62,120.86
drinkingwater,686,1.5,5000,10.3389/fchem.2018.00407,17.11.18|10.3389/fchem.2018.00407,N/A,1.09,1.64,2.19,1.3,891.8,1.07,735.21,1.62,1111.43
drinkingwater,20,1.5,5000,10.3389/fchem.2018.00407,14.10.18|10.3389/fchem.2018.00407,N/A,1.09,1.64,2.19,1.3,26,1.07,21.43,1.62,32.4
drinkingwater,37.3,1.5,5000,10.3389/fchem.2018.00407,09.08.18|10.3389/fchem.2018.00407,N/A,1.09,1.64,2.19,1.3,48.49,1.07,39.98,1.62,60.43
drinkingwater,197,1.5,5000,10.3389/fchem.2018.00407,PRD 03 21 2017 14:02|10.3389/fchem.2018.00407,N/A,1.09,1.64,2.19,1.3,256.1,1.07,211.13,1.62,319.17
drinkingwater,58.2,1.5,5000,10.3389/fchem.2018.00407,PRD 05 24 17 11:29|10.3389/fchem.2018.00407,N/A,1.09,1.64,2.19,1.3,75.66,1.07,62.37,1.62,94.29
drinkingwater,1410,1.5,5000,10.3389/fchem.2018.00407,07.142018 2|10.3389/fchem.2018.00407,N/A,1.09,1.64,2.19,1.3,1833,1.07,1511.14,1.62,2284.43
drinkingwater,204,1.5,5000,10.3389/fchem.2018.00407,NV No. AC-51-07269|10.3389/fchem.2018.00407,N/A,1.09,1.64,2.19,1.3,265.2,1.07,218.63,1.62,330.51
drinkingwater,40.1,1.5,5000,10.3389/fchem.2018.00407,FAB: 211017 09:06SP|10.3389/fchem.2018.00407,N/A,1.09,1.64,2.19,1.3,52.13,1.07,42.98,1.62,64.97
drinkingwater,12.5,1.5,5000,10.3389/fchem.2018.00407,FAB: 160817 15:05SP|10.3389/fchem.2018.00407,N/A,1.09,1.64,2.19,1.3,16.25,1.07,13.4,1.62,20.25
drinkingwater,150,1.5,5000,10.3389/fchem.2018.00407,FAB: 091217 16:53SP|10.3389/fchem.2018.00407,N/A,1.09,1.64,2.19,1.3,195,1.07,160.76,1.62,243.02
drinkingwater,2277,1.5,5000,10.3389/fchem.2018.00407,100517 278WF246|10.3389/fchem.2018.00407,N/A,1.09,1.64,2.19,1.3,2960.1,1.07,2440.33,1.62,3689.12
drinkingwater,49.3,1.5,5000,10.3389/fchem.2018.00407,P: 4/11/17 03:34 AZ|10.3389/fchem.2018.00407,N/A,1.09,1.64,2.19,1.3,64.09,1.07,52.84,1.62,79.87
drinkingwater,468,1.5,5000,10.3389/fchem.2018.00407,730805210A 23:28|10.3389/fchem.2018.00407,N/A,1.09,1.64,2.19,1.3,608.4,1.07,501.57,1.62,758.24
drinkingwater,30.3,1.5,5000,10.3389/fchem.2018.00407,BBE 11.2018 10|10.3389/fchem.2018.00407,N/A,1.09,1.64,2.19,1.3,39.39,1.07,32.47,1.62,49.09
drinkingwater,156,1.5,5000,10.3389/fchem.2018.00407,20171102 1214JN|10.3389/fchem.2018.00407,N/A,1.09,1.64,2.19,1.3,202.8,1.07,167.19,1.62,252.75
drinkingwater,66.7,1.5,5000,10.3389/fchem.2018.00407,20171021 3214GH|10.3389/fchem.2018.00407,N/A,1.09,1.64,2.19,1.3,86.71,1.07,71.48,1.62,108.07
drinkingwater,67.1,1.5,5000,10.3389/fchem.2018.00407,20171103 2106WF|10.3389/fchem.2018.00407,N/A,1.09,1.64,2.19,1.3,87.23,1.07,71.91,1.62,108.71
drinkingwater,3000,2,5000,10.22630/PNIKS.2019.28.4.59,B_Well|10.22630/PNIKS.2019.28.4.59,N/A,1.09,1.64,2.19,1.56,4680,1.13,3382.04,2.28,6844.93
drinkingwater,2000,2,5000,10.22630/PNIKS.2019.28.4.59,C_Well|10.22630/PNIKS.2019.28.4.59,N/A,1.09,1.64,2.19,1.56,3120,1.13,2254.69,2.28,4563.29
drinkingwater,2000,2,5000,10.22630/PNIKS.2019.28.4.59,G_Well|10.22630/PNIKS.2019.28.4.59,N/A,1.09,1.64,2.19,1.56,3120,1.13,2254.69,2.28,4563.29
drinkingwater,1000,2,5000,10.22630/PNIKS.2019.28.4.59,D_Reserve_Tank|10.22630/PNIKS.2019.28.4.59,N/A,1.09,1.64,2.19,1.56,1560,1.13,1127.35,2.28,2281.64
drinkingwater,2000,2,5000,10.22630/PNIKS.2019.28.4.59,I_Reserve_Tank|10.22630/PNIKS.2019.28.4.59,N/A,1.09,1.64,2.19,1.56,3120,1.13,2254.69,2.28,4563.29
drinkingwater,1000,2,5000,10.22630/PNIKS.2019.28.4.59,K_Reserve_Tank|10.22630/PNIKS.2019.28.4.59,N/A,1.09,1.64,2.19,1.56,1560,1.13,1127.35,2.28,2281.64
drinkingwater,1000,2,5000,10.22630/PNIKS.2019.28.4.59,N_Reserve_Tank|10.22630/PNIKS.2019.28.4.59,N/A,1.09,1.64,2.19,1.56,1560,1.13,1127.35,2.28,2281.64
drinkingwater,1000,2,5000,10.22630/PNIKS.2019.28.4.59,F_Distribution_Network|10.22630/PNIKS.2019.28.4.59,N/A,1.09,1.64,2.19,1.56,1560,1.13,1127.35,2.28,2281.64
drinkingwater,1000,2,5000,10.22630/PNIKS.2019.28.4.59,N_Distribution_Network|10.22630/PNIKS.2019.28.4.59,N/A,1.09,1.64,2.19,1.56,1560,1.13,1127.35,2.28,2281.64
drinkingwater,1000,2,5000,10.22630/PNIKS.2019.28.4.59,C_Hydrant|10.22630/PNIKS.2019.28.4.59,N/A,1.09,1.64,2.19,1.56,1560,1.13,1127.35,2.28,2281.64
drinkingwater,1000,2,5000,10.22630/PNIKS.2019.28.4.59,D_Hydrant|10.22630/PNIKS.2019.28.4.59,N/A,1.09,1.64,2.19,1.56,1560,1.13,1127.35,2.28,2281.64
drinkingwater,1000,2,5000,10.22630/PNIKS.2019.28.4.59,I_Hydrant|10.22630/PNIKS.2019.28.4.59,N/A,1.09,1.64,2.19,1.56,1560,1.13,1127.35,2.28,2281.64
drinkingwater,7.17,2.5,5000,10.1371/journal.pone.0194970,Tap Water_Cuba|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,12.91,1.17,8.41,2.98,21.34
drinkingwater,4.02,2.5,5000,10.1371/journal.pone.0194970,Tap Water_Ecuador|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,7.24,1.17,4.72,2.98,11.96
drinkingwater,7.73,2.5,5000,10.1371/journal.pone.0194970,Tap Water_England|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,13.914,1.17,9.07,2.98,23
drinkingwater,1.82,2.5,5000,10.1371/journal.pone.0194970,Tap Water_France|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,3.276,1.17,2.14,2.98,5.42
drinkingwater,0.91,2.5,5000,10.1371/journal.pone.0194970,Tap Water_Germany|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,1.638,1.17,1.07,2.98,2.71
drinkingwater,6.24,2.5,5000,10.1371/journal.pone.0194970,Tap Water_India|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,11.232,1.17,7.32,2.98,18.57
drinkingwater,3.23,2.5,5000,10.1371/journal.pone.0194970,Tap Water_Indonesia|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,5.81,1.17,3.79,2.98,9.61
drinkingwater,1.83,2.5,5000,10.1371/journal.pone.0194970,Tap Water_Ireland|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,3.29,1.17,2.15,2.98,5.45
drinkingwater,0,2.5,5000,10.1371/journal.pone.0194970,Tap Water_Italy|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,0,1.17,0,2.98,0
drinkingwater,6.64,2.5,5000,10.1371/journal.pone.0194970,Tap Water_Lebanon|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,11.95,1.17,7.79,2.98,19.76
drinkingwater,3.83,2.5,5000,10.1371/journal.pone.0194970,Tap Water_Slovakia|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,6.89,1.17,4.49,2.98,11.4
drinkingwater,2.74,2.5,5000,10.1371/journal.pone.0194970,Tap Water_Switzerland|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,4.93,1.17,3.22,2.98,8.15
drinkingwater,3.92,2.5,5000,10.1371/journal.pone.0194970,Tap Water_Uganda|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,7.06,1.17,4.6,2.98,11.66
drinkingwater,9.24,2.5,5000,10.1371/journal.pone.0194970,Tap Water_USA|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,16.63,1.17,10.84,2.98,27.5
drinkingwater,3.57,2.5,5000,10.1371/journal.pone.0194970,Bottled Water|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,6.43,1.17,4.19,2.98,10.62
drinkingwater,0.67,2.5,5000,10.1371/journal.pone.0194970,Lake Superior 1|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,1.206,1.17,0.79,2.98,1.99
drinkingwater,4.33,2.5,5000,10.1371/journal.pone.0194970,Lake Superior 2|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,7.794,1.17,5.08,2.98,12.88
drinkingwater,3.33,2.5,5000,10.1371/journal.pone.0194970,Lake Superior 3|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,5.994,1.17,3.91,2.98,9.91
drinkingwater,1.33,2.5,5000,10.1371/journal.pone.0194970,Lake Michigan 1|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,2.39,1.17,1.56,2.98,3.96
drinkingwater,0,2.5,5000,10.1371/journal.pone.0194970,Lake Michigan 2|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,0,1.17,0,2.98,0
drinkingwater,14.3,2.5,5000,10.1371/journal.pone.0194970,Lake Michigan 3|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,25.74,1.17,16.78,2.98,42.55
drinkingwater,2.33,2.5,5000,10.1371/journal.pone.0194970,Lake Michigan 4|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,4.19,1.17,2.73,2.98,6.93
drinkingwater,1.33,2.5,5000,10.1371/journal.pone.0194970,Lake Huron 1|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,2.39,1.17,1.56,2.98,3.96
drinkingwater,2,2.5,5000,10.1371/journal.pone.0194970,Lake Erie 1|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,3.6,1.17,2.35,2.98,5.95
drinkingwater,3,2.5,5000,10.1371/journal.pone.0194970,Lake Erie 2|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,5.4,1.17,3.52,2.98,8.93
drinkingwater,8,2.5,5000,10.1371/journal.pone.0194970,Lake Ontario 1|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,14.4,1.17,9.39,2.98,23.81
drinkingwater,8,2.5,5000,10.1371/journal.pone.0194970,Lake Ontario 2|10.1371/journal.pone.0194970,N/A,1.09,1.64,2.19,1.8,14.4,1.17,9.39,2.98,23.81
drinkingwater,14,3,5000,10.1016/j.watres.2017.11.011,1|10.1016/j.watres.2017.11.011,N/A,1.09,1.64,2.19,2.03,28.42,1.21,16.99,3.7,51.75
drinkingwater,118,3,5000,10.1016/j.watres.2017.11.011,2|10.1016/j.watres.2017.11.011,N/A,1.09,1.64,2.19,2.03,239.54,1.21,143.18,3.7,436.22
drinkingwater,50,3,5000,10.1016/j.watres.2017.11.011,3|10.1016/j.watres.2017.11.011,N/A,1.09,1.64,2.19,2.03,101.5,1.21,60.67,3.7,184.84
drinkingwater,11,3,5000,10.1016/j.watres.2017.11.011,4|10.1016/j.watres.2017.11.011,N/A,1.09,1.64,2.19,2.03,22.33,1.21,13.35,3.7,40.66
drinkingwater,0.003,3,5000,10.1016/j.sciotenv.2018.08.178,Nethen.1|10.1016/j.sciotenv.2018.08.178,N/A,1.09,1.64,2.19,2.03,0.01,1.21,0,3.7,0.01
drinkingwater,0,3,5000,10.1016/j.sciotenv.2018.08.178,Nethen.2|10.1016/j.sciotenv.2018.08.178,N/A,1.09,1.64,2.19,2.03,0,1.21,0,3.7,0
drinkingwater,0.001,3,5000,10.1016/j.sciotenv.2018.08.178,Nethen.3|10.1016/j.sciotenv.2018.08.178,N/A,1.09,1.64,2.19,2.03,0,1.21,0,3.7,0
drinkingwater,0,3,5000,10.1016/j.sciotenv.2018.08.178,Nethen.4|10.1016/j.sciotenv.2018.08.178,N/A,1.09,1.64,2.19,2.03,0,1.21,0,3.7,0
drinkingwater,0.007,3,5000,10.1016/j.sciotenv.2018.08.178,Holdorf.1a|10.1016/j.sciotenv.2018.08.178,N/A,1.09,1.64,2.19,2.03,0.01421,1.21,0.01,3.7,0.03
drinkingwater,0,3,5000,10.1016/j.sciotenv.2018.08.178,Holdorf.1b|10.1016/j.sciotenv.2018.08.178,N/A,1.09,1.64,2.19,2.03,0,1.21,0,3.7,0
drinkingwater,0.001,3,5000,10.1016/j.sciotenv.2018.08.178,Holdorf.2|10.1016/j.sciotenv.2018.08.178,N/A,1.09,1.64,2.19,2.03,0,1.21,0,3.7,0
drinkingwater,0.003,3,5000,10.1016/j.sciotenv.2018.08.178,Holdorf.3|10.1016/j.sciotenv.2018.08.178,N/A,1.09,1.64,2.19,2.03,0.01,1.21,0,3.7,0.01
drinkingwater,0,3,5000,10.1016/j.sciotenv.2018.08.178,Holdorf.4|10.1016/j.sciotenv.2018.08.178,N/A,1.09,1.64,2.19,2.03,0,1.21,0,3.7,0
drinkingwater,0,3,5000,10.1016/j.sciotenv.2018.08.178,Grossenkneten.1|10.1016/j.sciotenv.2018.08.178,N/A,1.09,1.64,2.19,2.03,0,1.21,0,3.7,0
drinkingwater,0,3,5000,10.1016/j.sciotenv.2018.08.178,Grossenkneten.2|10.1016/j.sciotenv.2018.08.178,N/A,1.09,1.64,2.19,2.03,0,1.21,0,3.7,0
drinkingwater,0,3,5000,10.1016/j.sciotenv.2018.08.178,Grossenkneten.3|10.1016/j.sciotenv.2018.08.178,N/A,1.09,1.64,2.19,2.03,0,1.21,0,3.7,0
drinkingwater,0,3,5000,10.1016/j.sciotenv.2018.08.178,Grossenkneten.4|10.1016/j.sciotenv.2018.08.178,N/A,1.09,1.64,2.19,2.03,0,1.21,0,3.7,0
drinkingwater,0,3,5000,10.1016/j.sciotenv.2018.08.178,Sandelermoens.1|10.1016/j.sciotenv.2018.08.178,N/A,1.09,1.64,2.19,2.03,0,1.21,0,3.7,0
drinkingwater,0.001,3,5000,10.1016/j.sciotenv.2018.08.178,Sandelermoens.2|10.1016/j.sciotenv.2018.08.178,N/A,1.09,1.64,2.19,2.03,0,1.21,0,3.7,0
drinkingwater,0.001,3,5000,10.1016/j.sciotenv.2018.08.178,Sandelermoens.3|10.1016/j.sciotenv.2018.08.178,N/A,1.09,1.64,2.19,2.03,0,1.21,0,3.7,0
drinkingwater,0,3,5000,10.1016/j.sciotenv.2018.08.178,Sandelermoens.4|10.1016/j.sciotenv.2018.08.178,N/A,1.09,1.64,2.19,2.03,0,1.21,0,3.7,0
drinkingwater,0,3,5000,10.1016/j.sciotenv.2018.08.178,Thuelsfelde.1|10.1016/j.sciotenv.2018.08.178,N/A,1.09,1.64,2.19,2.03,0,1.21,0,3.7,0
drinkingwater,0.001,3,5000,10.1016/j.sciotenv.2018.08.178,Thuelsfelde.2|10.1016/j.sciotenv.2018.08.178,N/A,1.09,1.64,2.19,2.03,0,1.21,0,3.7,0
drinkingwater,0.001,3,5000,10.1016/j.sciotenv.2018.08.178,Thuelsfelde.3|10.1016/j.sciotenv.2018.08.178,N/A,1.09,1.64,2.19,2.03,0,1.21,0,3.7,0
drinkingwater,0,3,5000,10.1016/j.sciotenv.2018.08.178,Thuelsfelde.4|10.1016/j.sciotenv.2018.08.178,N/A,1.09,1.64,2.19,2.03,0,1.21,0,3.7,0
drinkingwater,0.002,3,5000,10.1016/j.sciotenv.2018.08.178,Holdorf.Well 1|10.1016/j.sciotenv.2018.08.178,N/A,1.09,1.64,2.19,2.03,0,1.21,0,3.7,0.01
drinkingwater,0,3,5000,10.1016/j.sciotenv.2018.08.178,Holdorf.Well 2|10.1016/j.sciotenv.2018.08.178,N/A,1.09,1.64,2.19,2.03,0,1.21,0,3.7,0
drinkingwater,0,3,5000,10.1016/j.sciotenv.2018.08.178,Holdorf.Well 3|10.1016/j.sciotenv.2018.08.178,N/A,1.09,1.64,2.19,2.03,0,1.21,0,3.7,0
drinkingwater,29,5,5000,10.1016/j.envres.2022.112855,AverageAll|10.1016/j.envres.2022.112855,N/A,1.09,1.64,2.19,2.82,81.78,1.34,38.76,6.79,196.91
drinkingwater,0.066,5,5000,10.1007/s11356-021-12467-y,1|10.1007/s11356-021-12467-y,N/A,1.09,1.64,2.19,2.82,0.19,1.34,0.09,6.79,0.45
drinkingwater,105.8,7,5000,10.3390/w12113115,drinking_water|10.3390/w12113115,N/A,1.09,1.64,2.19,3.51,371.358,1.43,151.16,10.14,1072.28
drinkingwater,11,10,5000,10.1016/j.chemosphere.2021.132587,settled|10.1016/j.chemosphere.2021.132587,N/A,1.09,1.64,2.19,4.43,48.73,1.54,16.91,15.5,170.47
drinkingwater,0.117,10,5000,10.1016/j.envpol.2021.117524,PE|10.1016/j.envpol.2021.117524,N/A,1.09,1.64,2.19,4.43,0.52,1.54,0.18,15.5,1.81
drinkingwater,0.034,10,5000,10.1016/j.envpol.2021.117524,PP|10.1016/j.envpol.2021.117524,N/A,1.09,1.64,2.19,4.43,0.15,1.54,0.05,15.5,0.53
drinkingwater,0.045,10,5000,10.1016/j.envpol.2021.117524,PS|10.1016/j.envpol.2021.117524,N/A,1.09,1.64,2.19,4.43,0.19935,1.54,0.07,15.5,0.7
drinkingwater,0,10,5000,10.1016/j.envpol.2021.117524,PET|10.1016/j.envpol.2021.117524,N/A,1.09,1.64,2.19,4.43,0,1.54,0,15.5,0
drinkingwater,0,10,5000,10.1016/j.envpol.2021.117524,PVC|10.1016/j.envpol.2021.117524,N/A,1.09,1.64,2.19,4.43,0,1.54,0,15.5,0
drinkingwater,0,10,5000,10.1016/j.envpol.2021.117524,others|10.1016/j.envpol.2021.117524,N/A,1.09,1.64,2.19,4.43,0,1.54,0,15.5,0
drinkingwater,0.58,20,5000,http://dce2.au.dk/pub/SR291.pdf ,1|http://dce2.au.dk/pub/SR291.pdf ,1a|http://dce2.au.dk/pub/SR291.pdf ,1.09,1.64,2.19,6.98,4.05,1.79,1.04,35.38,20.52
drinkingwater,0.36,20,5000,http://dce2.au.dk/pub/SR291.pdf ,1|http://dce2.au.dk/pub/SR291.pdf ,1b|http://dce2.au.dk/pub/SR291.pdf ,1.09,1.64,2.19,6.98,2.51,1.79,0.64,35.38,12.74
drinkingwater,0.32,20,5000,http://dce2.au.dk/pub/SR291.pdf ,2|http://dce2.au.dk/pub/SR291.pdf ,N/A,1.09,1.64,2.19,6.98,2.23,1.79,0.57,35.38,11.32
drinkingwater,0.24,20,5000,http://dce2.au.dk/pub/SR291.pdf ,3|http://dce2.au.dk/pub/SR291.pdf ,N/A,1.09,1.64,2.19,6.98,1.68,1.79,0.43,35.38,8.49
drinkingwater,0.26,20,5000,http://dce2.au.dk/pub/SR291.pdf ,4|http://dce2.au.dk/pub/SR291.pdf ,N/A,1.09,1.64,2.19,6.98,1.8148,1.79,0.47,35.38,9.2
drinkingwater,0.14,20,5000,http://dce2.au.dk/pub/SR291.pdf ,5|http://dce2.au.dk/pub/SR291.pdf ,N/A,1.09,1.64,2.19,6.98,0.9772,1.79,0.25,35.38,4.95
drinkingwater,0.22,20,5000,http://dce2.au.dk/pub/SR291.pdf ,6|http://dce2.au.dk/pub/SR291.pdf ,N/A,1.09,1.64,2.19,6.98,1.54,1.79,0.39,35.38,7.78
drinkingwater,0.2,20,5000,http://dce2.au.dk/pub/SR291.pdf ,7|http://dce2.au.dk/pub/SR291.pdf ,N/A,1.09,1.64,2.19,6.98,1.396,1.79,0.36,35.38,7.08
drinkingwater,0.6,20,5000,http://dce2.au.dk/pub/SR291.pdf ,8|http://dce2.au.dk/pub/SR291.pdf ,N/A,1.09,1.64,2.19,6.98,4.19,1.79,1.07,35.38,21.23
drinkingwater,0.24,20,5000,http://dce2.au.dk/pub/SR291.pdf ,9|http://dce2.au.dk/pub/SR291.pdf ,N/A,1.09,1.64,2.19,6.98,1.68,1.79,0.43,35.38,8.49
drinkingwater,0.26,20,5000,http://dce2.au.dk/pub/SR291.pdf ,10|http://dce2.au.dk/pub/SR291.pdf ,N/A,1.09,1.64,2.19,6.98,1.8148,1.79,0.47,35.38,9.2
drinkingwater,0.22,20,5000,http://dce2.au.dk/pub/SR291.pdf ,11|http://dce2.au.dk/pub/SR291.pdf ,N/A,1.09,1.64,2.19,6.98,1.54,1.79,0.39,35.38,7.78
drinkingwater,0.54,20,5000,http://dce2.au.dk/pub/SR291.pdf ,12|http://dce2.au.dk/pub/SR291.pdf ,N/A,1.09,1.64,2.19,6.98,3.7692,1.79,0.97,35.38,19.11
drinkingwater,0.18,20,5000,http://dce2.au.dk/pub/SR291.pdf ,13|http://dce2.au.dk/pub/SR291.pdf ,N/A,1.09,1.64,2.19,6.98,1.26,1.79,0.32,35.38,6.37
drinkingwater,0.08,20,5000,http://dce2.au.dk/pub/SR291.pdf ,14|http://dce2.au.dk/pub/SR291.pdf ,N/A,1.09,1.64,2.19,6.98,0.56,1.79,0.14,35.38,2.83
drinkingwater,0.38,20,5000,http://dce2.au.dk/pub/SR291.pdf ,15|http://dce2.au.dk/pub/SR291.pdf ,N/A,1.09,1.64,2.19,6.98,2.65,1.79,0.68,35.38,13.45
drinkingwater,0.34,20,5000,http://dce2.au.dk/pub/SR291.pdf ,16|http://dce2.au.dk/pub/SR291.pdf ,N/A,1.09,1.64,2.19,6.98,2.37,1.79,0.61,35.38,12.03
drinkingwater,0.26,20,5000,http://dce2.au.dk/pub/SR291.pdf ,17|http://dce2.au.dk/pub/SR291.pdf ,N/A,1.09,1.64,2.19,6.98,1.8148,1.79,0.47,35.38,9.2
drinkingwater,1401,20,5000,10.21203/rs.3.rs-242504/v1,DWTP1|10.21203/rs.3.rs-242504/v1,N/A,1.09,1.64,2.19,6.98,9778.98,1.79,2508.12,35.38,49574.18
drinkingwater,1042,20,5000,10.21203/rs.3.rs-242504/v1,DWTP2|10.21203/rs.3.rs-242504/v1,N/A,1.09,1.64,2.19,6.98,7273.16,1.79,1865.43,35.38,36871.01
drinkingwater,971,20,5000,10.21203/rs.3.rs-242504/v1,DWTP3|10.21203/rs.3.rs-242504/v1,N/A,1.09,1.64,2.19,6.98,6777.58,1.79,1738.32,35.38,34358.69
drinkingwater,14,1,5000,10.11001/jksww.2020.34.5.357,Czech_Milence_DWTP|10.11001/jksww.2020.34.5.357,N/A,1.09,1.64,2.19,1,14,1,14,1,14
drinkingwater,151,1,5000,10.11001/jksww.2020.34.5.357,Czech_Plzen_DWTP|10.11001/jksww.2020.34.5.357,N/A,1.09,1.64,2.19,1,151,1,151,1,151
drinkingwater,1,1,5000,10.1016/j.scitotenv.2019.02.431,Nethen|10.1016/j.scitotenv.2019.02.431,N/A,1.09,1.64,2.19,1,1,1,1,1,1
drinkingwater,1,1,5000,10.1016/j.scitotenv.2019.02.431,Holdorf|10.1016/j.scitotenv.2019.02.431,N/A,1.09,1.64,2.19,1,1,1,1,1,1
drinkingwater,382,1,5000,10.1016/j.scitotenv.2019.02.431,Aqua|10.1016/j.scitotenv.2019.02.431,N/A,1.09,1.64,2.19,1,382,1,382,1,382
drinkingwater,213,1,5000,10.1016/j.scitotenv.2019.02.431,Auqafina|10.1016/j.scitotenv.2019.02.431,N/A,1.09,1.64,2.19,1,213,1,213,1,213
drinkingwater,347,1,5000,10.1016/j.scitotenv.2019.02.431,Bisleri|10.1016/j.scitotenv.2019.02.431,N/A,1.09,1.64,2.19,1,347,1,347,1,347
drinkingwater,119,1,5000,10.1016/j.scitotenv.2019.02.431,Dasani|10.1016/j.scitotenv.2019.02.431,N/A,1.09,1.64,2.19,1,119,1,119,1,119
drinkingwater,248,1,5000,10.1016/j.scitotenv.2019.02.431,E-Pura|10.1016/j.scitotenv.2019.02.431,N/A,1.09,1.64,2.19,1,248,1,248,1,248
drinkingwater,128,1,5000,10.1016/j.scitotenv.2019.02.431,Evian|10.1016/j.scitotenv.2019.02.431,N/A,1.09,1.64,2.19,1,128,1,128,1,128
drinkingwater,1411,1,5000,10.1016/j.scitotenv.2019.02.431,PlasticGerosteiner|10.1016/j.scitotenv.2019.02.431,N/A,1.09,1.64,2.19,1,1411,1,1411,1,1411
drinkingwater,168,1,5000,10.1016/j.scitotenv.2019.02.431,GlassGerosteiner|10.1016/j.scitotenv.2019.02.431,N/A,1.09,1.64,2.19,1,168,1,168,1,168
drinkingwater,67,1,5000,10.1016/j.scitotenv.2019.02.431,Minalba|10.1016/j.scitotenv.2019.02.431,N/A,1.09,1.64,2.19,1,67,1,67,1,67
drinkingwater,932,1,5000,10.1016/j.scitotenv.2019.02.431,NestlePureLife|10.1016/j.scitotenv.2019.02.431,N/A,1.09,1.64,2.19,1,932,1,932,1,932
drinkingwater,29,1,5000,10.1016/j.scitotenv.2019.02.431,SanPellegrino|10.1016/j.scitotenv.2019.02.431,N/A,1.09,1.64,2.19,1,29,1,29,1,29
drinkingwater,96,1,5000,10.1016/j.scitotenv.2019.02.431,Wahaha|10.1016/j.scitotenv.2019.02.431,N/A,1.09,1.64,2.19,1,96,1,96,1,96
drinkingwater,2649,1,5000,10.1016/j.scitotenv.2019.02.431,SingleUsePET|10.1016/j.scitotenv.2019.02.431,N/A,1.09,1.64,2.19,1,2649,1,2649,1,2649
drinkingwater,4889,1,5000,10.1016/j.scitotenv.2019.02.431,ResuablePET|10.1016/j.scitotenv.2019.02.431,N/A,1.09,1.64,2.19,1,4889,1,4889,1,4889
drinkingwater,6298,1,5000,10.1016/j.scitotenv.2019.02.431,GlassBottles|10.1016/j.scitotenv.2019.02.431,N/A,1.09,1.64,2.19,1,6298,1,6298,1,6298
drinkingwater,15,1,5000,10.1016/j.scitotenv.2019.02.431,SingleUsePlastic|10.1016/j.scitotenv.2019.02.431,N/A,1.09,1.64,2.19,1,15,1,15,1,15
drinkingwater,117,1,5000,10.1016/j.scitotenv.2019.02.431,ReturnablePlastic|10.1016/j.scitotenv.2019.02.431,N/A,1.09,1.64,2.19,1,117,1,117,1,117
drinkingwater,56,1,5000,10.1016/j.scitotenv.2019.02.431,GlassBottles2|10.1016/j.scitotenv.2019.02.431,N/A,1.09,1.64,2.19,1,56,1,56,1,56
drinkingwater,11,1,5000,10.1016/j.scitotenv.2019.02.431,BeverageCartons|10.1016/j.scitotenv.2019.02.431,N/A,1.09,1.64,2.19,1,11,1,11,1,11
drinkingwater,32,1,5000,10.1016/j.cej.2020.128381,France|10.1016/j.cej.2020.128381,N/A,1.09,1.64,2.19,1,32,1,32,1,32
drinkingwater,1,1,5000,10.1016/j.cej.2020.128381,Finland|10.1016/j.cej.2020.128381,Finland.1|10.1016/j.cej.2020.128381,1.09,1.64,2.19,1,1,1,1,1,1
