study_media,normalized_particle.L_concentration,size_min_um,size_max_um,DOI,Sample_ID,Subsample_ID,alpha_lower,alpha,alpha_upper,correction_factor,corrected_concentration,correction_factor_lower,correction_factor_upper,corrected_concentration_lower,corrected_concentration_upper
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Flathead_Pass_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Flathead_Pass_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Flathead_Pass_4B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Bacon_Rind_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_4B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Logan_4B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Logan_6A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Manhattan_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Manhattan_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Manhattan_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Middle_Cottonwood_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Middle_Cottonwood_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,North_Cottonwood_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,North_Cottonwood_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Porcupine_4A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Porcupine_4B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Portal_Creek_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Portal_Creek_4B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Taylor_Fork_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,135854.112,157989.7751,182534.2947,126391.82,146027.4357
freshwatersurface,0.7,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Bighorn_4B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,118872.348,157989.7751,182534.2947,110592.8425,127774.0063
freshwatersurface,0.7,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Logan_4A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,118872.348,157989.7751,182534.2947,110592.8425,127774.0063
freshwatersurface,0.6,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Big_Sky_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,101890.584,157989.7751,182534.2947,94793.86503,109520.5768
freshwatersurface,0.6,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Buffalo_Horn_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,101890.584,157989.7751,182534.2947,94793.86503,109520.5768
freshwatersurface,0.6,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Bighorn_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,101890.584,157989.7751,182534.2947,94793.86503,109520.5768
freshwatersurface,0.6,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Bighorn_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,101890.584,157989.7751,182534.2947,94793.86503,109520.5768
freshwatersurface,0.6,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,101890.584,157989.7751,182534.2947,94793.86503,109520.5768
freshwatersurface,0.6,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_4B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,101890.584,157989.7751,182534.2947,94793.86503,109520.5768
freshwatersurface,0.773,1130,1810,doi.org/10.1002/eap.2429,doi.org/10.1002/eap.2429|4,doi.org/10.1002/eap.2429|4.midwater,,2.64,,188845.3,145977.4169,176741.5455,201785.0857,136621.2147,155979.8713
freshwatersurface,0.556,1130,1810,doi.org/10.1002/eap.2429,doi.org/10.1002/eap.2429|5,doi.org/10.1002/eap.2429|5.midwater,,2.64,,188845.3,104997.9868,176741.5455,201785.0857,98268.29932,112192.5077
freshwatersurface,1.825,1130,1810,doi.org/10.1002/eap.2429,doi.org/10.1002/eap.2429|6,doi.org/10.1002/eap.2429|6.midwater,,2.64,,188845.3,344642.6725,176741.5455,201785.0857,322553.3206,368257.7815
freshwatersurface,0.626,1130,1810,doi.org/10.1002/eap.2429,doi.org/10.1002/eap.2429|7,doi.org/10.1002/eap.2429|7.midwater,,2.64,,188845.3,118217.1578,176741.5455,201785.0857,110640.2075,126317.4637
freshwatersurface,1.067,1130,1810,doi.org/10.1002/eap.2429,doi.org/10.1002/eap.2429|8,doi.org/10.1002/eap.2429|8.midwater,,2.64,,188845.3,201497.9351,176741.5455,201785.0857,188583.2291,215304.6865
freshwatersurface,0.992,1130,1810,doi.org/10.1002/eap.2429,doi.org/10.1002/eap.2429|9,doi.org/10.1002/eap.2429|9.midwater,,2.64,,188845.3,187334.5376,176741.5455,201785.0857,175327.6132,200170.8051
freshwatersurface,0.6,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Spanish_Creek_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,101890.584,157989.7751,182534.2947,94793.86503,109520.5768
freshwatersurface,0.6,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Storm_Castle_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,101890.584,157989.7751,182534.2947,94793.86503,109520.5768
freshwatersurface,0.1,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Bear_Creek_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,16981.764,157989.7751,182534.2947,15798.97751,18253.42947
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Axtell_SC_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Axtell_SC_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Axtell_SC_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Axtell_SC_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Axtell_SC_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Bacon_Rind_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Big_Sky_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Big_Sky_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Black_Butte_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Black_Butte_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Black_Butte_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Black_Butte_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Buffalo_Horn_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Buffalo_Horn_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Deer_Creek_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Deer_Creek_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Deer_Creek_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Flathead_Pass_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Flathead_Pass_4A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Axtell_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Axtell_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Axtell_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Axtell_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Axtell_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Axtell_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Bacon_Rind_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Bacon_Rind_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Bacon_Rind_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0.789,1130,1810,doi.org/10.1002/eap.2429,doi.org/10.1002/eap.2429|1,doi.org/10.1002/eap.2429|1.midwater,,2.64,,188845.3,148998.9417,176741.5455,201785.0857,139449.0794,159208.4326
freshwatersurface,1.028,1130,1810,doi.org/10.1002/eap.2429,doi.org/10.1002/eap.2429|2,doi.org/10.1002/eap.2429|2.midwater,,2.64,,188845.3,194132.9684,176741.5455,201785.0857,181690.3088,207435.0681
freshwatersurface,0.108,1130,1810,doi.org/10.1002/eap.2429,doi.org/10.1002/eap.2429|3,doi.org/10.1002/eap.2429|3.midwater,,2.64,,188845.3,20395.2924,176741.5455,201785.0857,19088.08692,21792.78926
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Portal_Creek_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Portal_Creek_4A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Sourdough_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Sourdough_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Spanish_Creek_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Storm_Castle_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,North_Cottonwood_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,North_Cottonwood_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Porcupine_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Porcupine_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Porcupine_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Porcupine_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Portal_Creek_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Storm_Castle_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Taylor_Fork_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Storm_Castle_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Storm_Castle_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
freshwatersurface,0,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Taylor_Fork_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,0,157989.7751,182534.2947,0,0
