study_media,normalized_particle.L_concentration,size_min_um,size_max_um,DOI,Sample_ID,Subsample_ID,alpha_lower,alpha,alpha_upper,correction_factor,corrected_concentration,correction_factor_lower,correction_factor_upper,corrected_concentration_lower,corrected_concentration_upper
freshwatersurface,6,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 400,N/A,,2.64,,893.82,5362.92,857.5761139,931.601955,5145.456683,5589.61173
freshwatersurface,4,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 410,N/A,,2.64,,893.82,3575.28,857.5761139,931.601955,3430.304455,3726.40782
freshwatersurface,4,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 424,N/A,,2.64,,893.82,3575.28,857.5761139,931.601955,3430.304455,3726.40782
freshwatersurface,4,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 423,N/A,,2.64,,893.82,3575.28,857.5761139,931.601955,3430.304455,3726.40782
freshwatersurface,2,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 401,N/A,,2.64,,893.82,1787.64,857.5761139,931.601955,1715.152228,1863.20391
freshwatersurface,0,63,5000,doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 408,N/A,,2.64,,893.82,0,857.5761139,931.601955,0,0
freshwatersurface,828.75,53,5000,doi.org/10.3389/frans.2022.857694,doi.org/10.3389/frans.2022.857694|Waco,N/A,,2.64,,673.07,557806.7625,646.8920033,700.316788,536111.7477,580387.5381
freshwatersurface,131.25,53,5000,doi.org/10.3389/frans.2022.857694,doi.org/10.3389/frans.2022.857694|Wilsons,N/A,,2.64,,673.07,88340.4375,646.8920033,700.316788,84904.57543,91916.57843
freshwatersurface,233.75,53,5000,doi.org/10.3389/frans.2022.857694,doi.org/10.3389/frans.2022.857694|SanMarcos,N/A,,2.64,,673.07,157330.1125,646.8920033,700.316788,151211.0058,163699.0492
freshwatersurface,0.00095,335,5000,doi.org/10.5203/pmuser.201730578,Nelson|doi.org/10.5203/pmuser.201730578,N/A,,2.64,,14004.34,13.304123,13217.68394,14837.95482,12.55679975,14.09605708
freshwatersurface,0.00864,335,5000,doi.org/10.5203/pmuser.201730578,RMYC3|doi.org/10.5203/pmuser.201730578,N/A,,2.64,,14004.34,120.9974976,13217.68394,14837.95482,114.2007893,128.1999296
freshwatersurface,0.00862,335,5000,doi.org/10.5203/pmuser.201730578,Redboine1|doi.org/10.5203/pmuser.201730578,N/A,,2.64,,14004.34,120.7174108,13217.68394,14837.95482,113.9364356,127.9031705
freshwatersurface,0.00803,335,5000,doi.org/10.5203/pmuser.201730578,Redboine3|doi.org/10.5203/pmuser.201730578,N/A,,2.64,,14004.34,112.4548502,13217.68394,14837.95482,106.1380021,119.1487772
freshwatersurface,0.00713,335,5000,doi.org/10.5203/pmuser.201730578,Redboine2|doi.org/10.5203/pmuser.201730578,N/A,,2.64,,14004.34,99.8509442,13217.68394,14837.95482,94.24208652,105.7946179
freshwatersurface,7.00E-04,335,5000,doi.org/10.5203/pmuser.201730578,Emerson|doi.org/10.5203/pmuser.201730578,N/A,,2.64,,14004.34,9.803038,13217.68394,14837.95482,9.252378761,10.38656837
freshwatersurface,0.00675,335,5000,doi.org/10.5203/pmuser.201730578,RMYC1|doi.org/10.5203/pmuser.201730578,N/A,,2.64,,14004.34,94.529295,13217.68394,14837.95482,89.21936663,100.156195
freshwatersurface,0.01769,335,5000,doi.org/10.5203/pmuser.201730578,Forks1|doi.org/10.5203/pmuser.201730578,N/A,,2.64,,14004.34,247.7367746,13217.68394,14837.95482,233.820829,262.4834208
freshwatersurface,0.00169,335,5000,doi.org/10.5203/pmuser.201730578,Forks2|doi.org/10.5203/pmuser.201730578,N/A,,2.64,,14004.34,23.6673346,13217.68394,14837.95482,22.33788587,25.07614365
freshwatersurface,0.00153,335,5000,doi.org/10.5203/pmuser.201730578,Courchaine|doi.org/10.5203/pmuser.201730578,N/A,,2.64,,14004.34,21.4266402,13217.68394,14837.95482,20.22305644,22.70207087
freshwatersurface,0.00094,335,5000,doi.org/10.5203/pmuser.201730578,RMYC2|doi.org/10.5203/pmuser.201730578,N/A,,2.64,,14004.34,13.1640796,13217.68394,14837.95482,12.42462291,13.94767753
freshwatersurface,0.00131,335,5000,doi.org/10.5203/pmuser.201730578,Forks3|doi.org/10.5203/pmuser.201730578,N/A,,2.64,,14004.34,18.3456854,13217.68394,14837.95482,17.31516597,19.43772081
freshwatersurface,1.00E-04,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 1,N/A,,2.64,,27313.37,2.731337,25681.64197,29049.14074,2.568164197,2.904914074
freshwatersurface,7.00E-05,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 2,N/A,,2.64,,27313.37,1.9119359,25681.64197,29049.14074,1.797714938,2.033439852
freshwatersurface,2.00E-05,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 3,N/A,,2.64,,27313.37,0.5462674,25681.64197,29049.14074,0.513632839,0.580982815
freshwatersurface,2.00E-05,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 4,N/A,,2.64,,27313.37,0.5462674,25681.64197,29049.14074,0.513632839,0.580982815
freshwatersurface,1.00E-05,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 5,N/A,,2.64,,27313.37,0.2731337,25681.64197,29049.14074,0.25681642,0.290491407
freshwatersurface,2.00E-05,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 6,N/A,,2.64,,27313.37,0.5462674,25681.64197,29049.14074,0.513632839,0.580982815
freshwatersurface,2.00E-05,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 7,N/A,,2.64,,27313.37,0.5462674,25681.64197,29049.14074,0.513632839,0.580982815
freshwatersurface,1.00E-05,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 8,N/A,,2.64,,27313.37,0.2731337,25681.64197,29049.14074,0.25681642,0.290491407
freshwatersurface,1.00E-05,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 9,N/A,,2.64,,27313.37,0.2731337,25681.64197,29049.14074,0.25681642,0.290491407
freshwatersurface,0,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 10,N/A,,2.64,,27313.37,0,25681.64197,29049.14074,0,0
freshwatersurface,1.00E-05,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 11,N/A,,2.64,,27313.37,0.2731337,25681.64197,29049.14074,0.25681642,0.290491407
freshwatersurface,3.00E-05,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 12,N/A,,2.64,,27313.37,0.8194011,25681.64197,29049.14074,0.770449259,0.871474222
freshwatersurface,0.00018,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 13,N/A,,2.64,,27313.37,4.9164066,25681.64197,29049.14074,4.622695555,5.228845333
freshwatersurface,0.00886,0.7,5000,doi.org/10.1002/ecs2.1556,doi.org/10.1002/ecs2.1556|20,N/A,,2.64,,0.56,0.0049616,0.559125921,0.555151623,0.004953856,0.004918643
freshwatersurface,0.00057,0.7,5000,doi.org/10.1002/ecs2.1556,doi.org/10.1002/ecs2.1556|1,N/A,,2.64,,0.56,3.19E-04,0.559125921,0.555151623,0.000318702,0.000316436
freshwatersurface,0.00117,0.7,5000,doi.org/10.1002/ecs2.1556,doi.org/10.1002/ecs2.1556|3,N/A,,2.64,,0.56,6.55E-04,0.559125921,0.555151623,0.000654177,0.000649527
freshwatersurface,0.00124,0.7,5000,doi.org/10.1002/ecs2.1556,doi.org/10.1002/ecs2.1556|5,N/A,,2.64,,0.56,6.94E-04,0.559125921,0.555151623,0.000693316,0.000688388
freshwatersurface,0,0.7,5000,doi.org/10.1002/ecs2.1556,doi.org/10.1002/ecs2.1556|6,N/A,,2.64,,0.56,0,0.559125921,0.555151623,0,0
freshwatersurface,0.00336,0.7,5000,doi.org/10.1002/ecs2.1556,doi.org/10.1002/ecs2.1556|9,N/A,,2.64,,0.56,0.0018816,0.559125921,0.555151623,0.001878663,0.001865309
freshwatersurface,0.00128,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 20,N/A,,2.64,,27313.37,34.9611136,25681.64197,29049.14074,32.87250172,37.18290014
freshwatersurface,0.00096,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 21,N/A,,2.64,,27313.37,26.2208352,25681.64197,29049.14074,24.65437629,27.88717511
freshwatersurface,0.00066,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 22,N/A,,2.64,,27313.37,18.0268242,25681.64197,29049.14074,16.9498837,19.17243289
freshwatersurface,0.00082,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 23,N/A,,2.64,,27313.37,22.3969634,25681.64197,29049.14074,21.05894642,23.8202954
freshwatersurface,0.00038,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 24,N/A,,2.64,,27313.37,10.3790806,25681.64197,29049.14074,9.759023949,11.03867348
freshwatersurface,0.00213,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 25,N/A,,2.64,,27313.37,58.1774781,25681.64197,29049.14074,54.7018974,61.87466977
freshwatersurface,0.0044,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 26,N/A,,2.64,,27313.37,120.178828,25681.64197,29049.14074,112.9992247,127.8162192
freshwatersurface,0.00149,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 27,N/A,,2.64,,27313.37,40.6969213,25681.64197,29049.14074,38.26564654,43.2832197
freshwatersurface,6.00E-04,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 28,N/A,,2.64,,27313.37,16.388022,25681.64197,29049.14074,15.40898518,17.42948444
freshwatersurface,0.0012,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 29,N/A,,2.64,,27313.37,32.776044,25681.64197,29049.14074,30.81797036,34.85896888
freshwatersurface,0.0011,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 30,N/A,,2.64,,27313.37,30.044707,25681.64197,29049.14074,28.24980617,31.95405481
freshwatersurface,0.00428,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 31,N/A,,2.64,,27313.37,116.9012236,25681.64197,29049.14074,109.9174276,124.3303224
freshwatersurface,0.00682,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 32,N/A,,2.64,,27313.37,186.2771834,25681.64197,29049.14074,175.1487982,198.1151398
freshwatersurface,0.00045,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 33,N/A,,2.64,,27313.37,12.2910165,25681.64197,29049.14074,11.55673889,13.07211333
freshwatersurface,0.00094,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 34,N/A,,2.64,,27313.37,25.6745678,25681.64197,29049.14074,24.14074345,27.30619229
freshwatersurface,0.00033,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 35,N/A,,2.64,,27313.37,9.0134121,25681.64197,29049.14074,8.47494185,9.586216443
freshwatersurface,0.00068,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 36,N/A,,2.64,,27313.37,18.5730916,25681.64197,29049.14074,17.46351654,19.7534157
freshwatersurface,0.00124,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 37,N/A,,2.64,,27313.37,33.8685788,25681.64197,29049.14074,31.84523604,36.02093451
freshwatersurface,0.00148,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 38,N/A,,2.64,,27313.37,40.4237876,25681.64197,29049.14074,38.00883012,42.99272829
freshwatersurface,0.00306,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 39,N/A,,2.64,,27313.37,83.5789122,25681.64197,29049.14074,78.58582443,88.89037066
freshwatersurface,0.00186,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 40,N/A,,2.64,,27313.37,50.8028682,25681.64197,29049.14074,47.76785406,54.03140177
freshwatersurface,0.00865,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 41,N/A,,2.64,,27313.37,236.2606505,25681.64197,29049.14074,222.146203,251.2750674
freshwatersurface,0.00101,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 42,N/A,,2.64,,27313.37,27.5865037,25681.64197,29049.14074,25.93845839,29.33963214
freshwatersurface,0.00283,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 43,N/A,,2.64,,27313.37,77.2968371,25681.64197,29049.14074,72.67904678,82.20906829
freshwatersurface,0.0027,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 44,N/A,,2.64,,27313.37,73.746099,25681.64197,29049.14074,69.34043332,78.43267999
freshwatersurface,0.00108,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 45,N/A,,2.64,,27313.37,29.4984396,25681.64197,29049.14074,27.73617333,31.373072
freshwatersurface,0.00044,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 46,N/A,,2.64,,27313.37,12.0178828,25681.64197,29049.14074,11.29992247,12.78162192
freshwatersurface,0.00137,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 47,N/A,,2.64,,27313.37,37.4193169,25681.64197,29049.14074,35.1838495,39.79732281
freshwatersurface,0.00494,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 48,N/A,,2.64,,27313.37,134.9280478,25681.64197,29049.14074,126.8673113,143.5027552
freshwatersurface,0.00331,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 49,N/A,,2.64,,27313.37,90.4072547,25681.64197,29049.14074,85.00623492,96.15265584
freshwatersurface,0.00266,500,5000, doi.org/10.1021/acsestwater.1c00072,doi.org/10.1021/acsestwater.1c00072 | 50,N/A,,2.64,,27313.37,72.6535642,25681.64197,29049.14074,68.31316764,77.27071436
freshwatersurface,0.00029,1130,1810,doi.org/10.1002/eap.2429,doi.org/10.1002/eap.2429|9,doi.org/10.1002/eap.2429|9.surface,,2.64,,188845.3,54.765137,176741.5455,201785.0857,51.25504821,58.51767486
freshwatersurface,11.5,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,1952902.86,157989.7751,182534.2947,1816882.413,2099144.389
freshwatersurface,5.1,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Flathead_Pass_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,866069.964,157989.7751,182534.2947,805747.8528,930924.9029
freshwatersurface,4.9,1500,9600,doi.org/10.1016/j.watres.2018.10.013,North_Cottonwood_4A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,832106.436,157989.7751,182534.2947,774149.8978,894418.0439
freshwatersurface,4.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Canyon_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,815124.672,157989.7751,182534.2947,758350.9203,876164.6145
freshwatersurface,4.2,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Gallatin_Gateway_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,713234.088,157989.7751,182534.2947,663557.0552,766644.0377
freshwatersurface,4,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Taylor_Fork_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,679270.56,157989.7751,182534.2947,631959.1002,730137.1787
freshwatersurface,3.9,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Canyon_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,662288.796,157989.7751,182534.2947,616160.1227,711883.7493
freshwatersurface,3.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Bighorn_4A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,645307.032,157989.7751,182534.2947,600361.1452,693630.3198
freshwatersurface,3.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Black_Butte_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,645307.032,157989.7751,182534.2947,600361.1452,693630.3198
freshwatersurface,3.8,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Hellroaring_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,645307.032,157989.7751,182534.2947,600361.1452,693630.3198
freshwatersurface,3.6,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,611343.504,157989.7751,182534.2947,568763.1902,657123.4609
freshwatersurface,3.1,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Deer_Creek_3A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,526434.684,157989.7751,182534.2947,489768.3027,565856.3135
freshwatersurface,3.1,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Logan_5B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,526434.684,157989.7751,182534.2947,489768.3027,565856.3135
freshwatersurface,3.1,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Portal_Creek_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,526434.684,157989.7751,182534.2947,489768.3027,565856.3135
freshwatersurface,2.7,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Manhattan_3B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,458507.628,157989.7751,182534.2947,426572.3927,492842.5956
freshwatersurface,2.7,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Portal_Creek_1A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,458507.628,157989.7751,182534.2947,426572.3927,492842.5956
freshwatersurface,2.5,1500,9600,doi.org/10.1016/j.watres.2018.10.013,Deer_Creek_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,424544.1,157989.7751,182534.2947,394974.4376,456335.7367
freshwatersurface,2.5,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Daily_Creek_2B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,424544.1,157989.7751,182534.2947,394974.4376,456335.7367
freshwatersurface,2.4,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Bighorn_1B|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,407562.336,157989.7751,182534.2947,379175.4601,438082.3072
freshwatersurface,2.4,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_2A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,407562.336,157989.7751,182534.2947,379175.4601,438082.3072
freshwatersurface,2.4,1500,9600,doi.org/10.1016/j.watres.2018.10.013,GR_Cinnamon_4A|doi.org/10.1016/j.watres.2018.10.013,N/A,,2.64,,169817.64,407562.336,157989.7751,182534.2947,379175.4601,438082.3072
freshwatersurface,0.559,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab4|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.15093,0.272104737,0.267793725,0.152106548,0.149696693
freshwatersurface,0.552,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab3|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.14904,0.272104737,0.267793725,0.150201815,0.147822136
freshwatersurface,0.538,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab18|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.14526,0.272104737,0.267793725,0.146392348,0.144073024
freshwatersurface,0.536,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab13|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.14472,0.272104737,0.267793725,0.145848139,0.143537437
freshwatersurface,0.526,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab14|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.14202,0.272104737,0.267793725,0.143127092,0.1408595
freshwatersurface,0.518,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab5|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.13986,0.272104737,0.267793725,0.140950254,0.13871715
freshwatersurface,0.518,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab11|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.13986,0.272104737,0.267793725,0.140950254,0.13871715
freshwatersurface,0.517,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab6|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.13959,0.272104737,0.267793725,0.140678149,0.138449356
freshwatersurface,0.493,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab12|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.13311,0.272104737,0.267793725,0.134147635,0.132022307
freshwatersurface,0,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab2|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0,0.272104737,0.267793725,0,0
freshwatersurface,0,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab8|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0,0.272104737,0.267793725,0,0
freshwatersurface,0,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab15|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0,0.272104737,0.267793725,0,0
freshwatersurface,0,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab16|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0,0.272104737,0.267793725,0,0
freshwatersurface,0,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Grab20|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0,0.272104737,0.267793725,0,0
freshwatersurface,NA,500,5000,https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|June_MidColumn_Thalweg,N/A,,2.64,,27313.37,NA,25681.64197,29049.14074,NA,NA
freshwatersurface,NA,500,5000,https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|July_MidColumn_Thalweg,N/A,,2.64,,27313.37,NA,25681.64197,29049.14074,NA,NA
freshwatersurface,NA,500,5000,https://digitalcommons.usf.edu/etd/8785,https://digitalcommons.usf.edu/etd/8785|August_MidColumn_Thalweg,N/A,,2.64,,27313.37,NA,25681.64197,29049.14074,NA,NA
freshwatersurface,0.013701,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net14|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.00369927,0.272104737,0.267793725,0.003728107,0.003669042
freshwatersurface,0.009492,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net12|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.00256284,0.272104737,0.267793725,0.002582818,0.002541898
freshwatersurface,0.004844,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net17|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.00130788,0.272104737,0.267793725,0.001318075,0.001297193
freshwatersurface,0.00479,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net9|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.0012933,0.272104737,0.267793725,0.001303382,0.001282732
freshwatersurface,0.0047,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net23|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.001269,0.272104737,0.267793725,0.001278892,0.001258631
freshwatersurface,0.00443,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net25|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,0.0011961,0.272104737,0.267793725,0.001205424,0.001186326
freshwatersurface,0.003654,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net26|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,9.87E-04,0.272104737,0.267793725,0.000994271,0.000978518
freshwatersurface,0.0035,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net7B|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,9.45E-04,0.272104737,0.267793725,0.000952367,0.000937278
freshwatersurface,0.002925,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net24|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,7.90E-04,0.272104737,0.267793725,0.000795906,0.000783297
freshwatersurface,0.002531,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net22|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,6.83E-04,0.272104737,0.267793725,0.000688697,0.000677786
freshwatersurface,0.002278,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net2|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,6.15E-04,0.272104737,0.267793725,0.000619855,0.000610034
freshwatersurface,0.002132,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net16|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,5.76E-04,0.272104737,0.267793725,0.000580127,0.000570936
freshwatersurface,0.001934,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net18|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,5.22E-04,0.272104737,0.267793725,0.000526251,0.000517913
freshwatersurface,0.001444,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net19|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,3.90E-04,0.272104737,0.267793725,0.000392919,0.000386694
freshwatersurface,0.001442,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net8|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,3.89E-04,0.272104737,0.267793725,0.000392375,0.000386159
freshwatersurface,0.001434,0.45,5000,doi.org/10.1016/j.envpol.2018.06.033,Net21|doi.org/10.1016/j.envpol.2018.06.033,N/A,,2.64,,0.27,3.87E-04,0.272104737,0.267793725,0.000390198,0.000384016
