DOI,Sample_ID,Subsample_ID,cleaned_morphology,morphology,morph_ratio,Source,normalized_particle.L_concentration,corrected_concentration,morph_particle.L_reported,morph_particle.L_corrected
doi.org/10.1016/j.envpol.2018.06.033,Net13|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fragment,fragments,0.034452555,river,0.001386,0.00037422,4.78E-05,1.29E-05
doi.org/10.1016/j.envpol.2018.06.033,Net8|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fragment,fragments,0.7,river,0.001442,0.00038934,0.0010094,0.000272538
doi.org/10.1016/j.envpol.2018.06.033,Net17|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fragment,fragments,0.249870667,river,0.004844,0.00130788,0.001210374,0.000326801
doi.org/10.1016/j.envpol.2018.06.033,Net21|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fragment,fragments,0.124851837,river,0.001434,0.00038718,0.000179038,4.83E-05
doi.org/10.1016/j.envpol.2018.06.033,Net26|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fragment,fragments,0.166666667,river,0.003654,0.00098658,0.000609,0.00016443
doi.org/10.1016/j.envpol.2018.06.033,Net24|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fragment,fragments,0.076957797,river,0.002925,0.00078975,0.000225102,6.08E-05
doi.org/10.1016/j.envpol.2018.06.033,Net22|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fragment,fragments,0.181914894,river,0.002531,0.00068337,0.000460427,0.000124315
doi.org/10.1016/j.envpol.2018.06.033,Net11|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fragment,fragments,0.016032216,river,0.001294,0.00034938,2.07E-05,5.60E-06
doi.org/10.1021/es503610r,upstream|doi.org/10.1021/es503610r,N/A,Fragment,fragments,0.37628866,river,0.00194,26.4988286,0.00073,9.971208705
doi.org/10.1021/es503610r,downstream|doi.org/10.1021/es503610r,N/A,Fragment,fragments,0.37109375,river,0.01793,244.9092767,0.006653711,90.8843019
doi.org/10.1021/es503610r,downstream|doi.org/10.1021/es503610r,N/A,Nurdle,pellets,0.025111607,river,0.01793,244.9092767,0.000450251,6.150065507
doi.org/10.3389/frans.2022.857694,doi.org/10.3389/frans.2022.857694|SanMarcos,N/A,Fiber,fibers,0.994652406,river,233.75,157330.1125,232.4999999,156488.7749
doi.org/10.3389/frans.2022.857694,doi.org/10.3389/frans.2022.857694|Waco,N/A,Fiber,fibers,0.950226244,river,828.75,557806.7625,787.4999997,530042.6248
doi.org/10.3389/frans.2022.857694,doi.org/10.3389/frans.2022.857694|Wilsons,N/A,Fiber,fibers,0.933333333,river,131.25,88340.4375,122.5,82451.07497
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 401,N/A,Fiber,fibers,0.96,river,2,1787.64,1.92,1716.1344
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 391,N/A,Fiber,fibers,0.09091,river,20,17876.4,1.8182,1625.143524
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 393,N/A,Fiber,fibers,0.607142857,river,22,19664.04,13.35714285,11938.88143
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 418,N/A,Fiber,fibers,0.842857143,river,22,19664.04,18.54285715,16573.97657
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 417,N/A,Fiber,fibers,0.454545455,river,24,21451.68,10.90909092,9750.763646
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 412,N/A,Fiber,fibers,0.76,river,24,21451.68,18.24,16303.2768
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 422,N/A,Fiber,fibers,0.803278689,river,24,21451.68,19.27868854,17231.67739
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 426,N/A,Fiber,fibers,0.434210526,river,258,230605.56,112.0263157,100131.3615
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 413,N/A,Fiber,fibers,0.4375,river,36,32177.52,15.75,14077.665
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 396,N/A,Fiber,fibers,0.612244898,river,38,33965.16,23.26530612,20794.99592
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 410,N/A,Fiber,fibers,0.666666667,river,4,3575.28,2.666666668,2383.520001
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 423,N/A,Fiber,fibers,0.971428571,river,4,3575.28,3.885714284,3473.129141
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 424,N/A,Fiber,fibers,0.818181818,river,4,3575.28,3.272727272,2925.22909
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 421,N/A,Fiber,fibers,0.21875,river,50,44691,10.9375,9776.15625
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 427,N/A,Fiber,fibers,0.386363636,river,54,48266.28,20.86363634,18648.33544
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 386,N/A,Fiber,fibers,0.785714286,river,6,5362.92,4.714285716,4213.722859
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 389,N/A,Fiber,fibers,0.8,river,6,5362.92,4.8,4290.336
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 406,N/A,Fiber,fibers,0.921052632,river,6,5362.92,5.526315792,4939.531581
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 411,N/A,Fiber,fibers,0.921052632,river,6,5362.92,5.526315792,4939.531581
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 400,N/A,Fiber,fibers,0.951612903,river,6,5362.92,5.709677418,5103.42387
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 420,N/A,Fiber,fibers,0.777777778,river,8,7150.56,6.222222224,5561.546668
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 428,N/A,Fiber,fibers,0.626168224,river,80,71505.6,50.09345792,44774.53456
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 388,N/A,Fiber,fibers,0.733333333,river,10,8938.2,7.33333333,6554.679997
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 415,N/A,Fiber,fibers,0.311688312,river,106,94744.92,33.03896107,29530.88419
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 407,N/A,Fiber,fibers,0.714285714,river,12,10725.84,8.571428568,7661.314283
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 402,N/A,Fiber,fibers,0.886792453,river,12,10725.84,10.64150944,9511.593964
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 399,N/A,Fiber,fibers,0.888888889,river,12,10725.84,10.66666667,9534.080001
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 404,N/A,Fiber,fibers,0.681818182,river,14,12513.48,9.545454548,8531.918184
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 425,N/A,Fiber,fibers,0.740740741,river,14,12513.48,10.37037037,9269.244448
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 395,N/A,Fiber,fibers,0.923913043,river,14,12513.48,12.9347826,11561.36739
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 409,N/A,Fiber,fibers,0.714285714,river,16,14301.12,11.42857142,10215.08571
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 390,N/A,Fiber,fibers,0.757575758,river,16,14301.12,12.12121213,10834.18182
doi.org/10.1021/acs.est.9b04896,doi.org/10.1021/acs.est.9b04896 | 419,N/A,Fiber,fibers,0.529411765,river,16,14301.12,8.47058824,7571.181181
doi.org/10.1016/j.jwpe.2020.101640,Average|doi.org/10.1016/j.jwpe.2020.101640,N/A,Fiber,fibers,0.05,river,63,74898335.61,3.15,3744916.781
doi.org/10.1016/j.jwpe.2020.101640,James|doi.org/10.1016/j.jwpe.2020.101640,N/A,Fiber,fibers,0.05,river,36,42799048.92,1.8,2139952.446
doi.org/10.1016/j.jwpe.2020.101640,Roanoke|doi.org/10.1016/j.jwpe.2020.101640,N/A,Fiber,fibers,0.05,river,180,213995244.6,9,10699762.23
doi.org/10.1016/j.jwpe.2020.101640,Stroubles|doi.org/10.1016/j.jwpe.2020.101640,N/A,Fiber,fibers,0.05,river,17,20210661.99,0.85,1010533.1
doi.org/10.5203/pmuser.201730578,Nelson|doi.org/10.5203/pmuser.201730578,N/A,Fiber,fibers,0.89,river,0.00095,13.304123,0.0008455,11.84066947
doi.org/10.5203/pmuser.201730578,RMYC3|doi.org/10.5203/pmuser.201730578,N/A,Fiber,fibers,0.89,river,0.00864,120.9974976,0.0076896,107.6877729
doi.org/10.5203/pmuser.201730578,Redboine1|doi.org/10.5203/pmuser.201730578,N/A,Fiber,fibers,0.89,river,0.00862,120.7174108,0.0076718,107.4384956
doi.org/10.5203/pmuser.201730578,Redboine3|doi.org/10.5203/pmuser.201730578,N/A,Fiber,fibers,0.89,river,0.00803,112.4548502,0.0071467,100.0848167
doi.org/10.5203/pmuser.201730578,Redboine2|doi.org/10.5203/pmuser.201730578,N/A,Fiber,fibers,0.89,river,0.00713,99.8509442,0.0063457,88.86734034
doi.org/10.5203/pmuser.201730578,Emerson|doi.org/10.5203/pmuser.201730578,N/A,Fiber,fibers,0.89,river,7.00E-04,9.803038,0.000623,8.72470382
doi.org/10.5203/pmuser.201730578,RMYC1|doi.org/10.5203/pmuser.201730578,N/A,Fiber,fibers,0.89,river,0.00675,94.529295,0.0060075,84.13107255
doi.org/10.5203/pmuser.201730578,Forks1|doi.org/10.5203/pmuser.201730578,N/A,Fiber,fibers,0.89,river,0.01769,247.7367746,0.0157441,220.4857294
doi.org/10.5203/pmuser.201730578,Forks2|doi.org/10.5203/pmuser.201730578,N/A,Fiber,fibers,0.89,river,0.00169,23.6673346,0.0015041,21.06392779
doi.org/10.5203/pmuser.201730578,Courchaine|doi.org/10.5203/pmuser.201730578,N/A,Fiber,fibers,0.89,river,0.00153,21.4266402,0.0013617,19.06970978
doi.org/10.5203/pmuser.201730578,RMYC2|doi.org/10.5203/pmuser.201730578,N/A,Fiber,fibers,0.89,river,0.00094,13.1640796,0.0008366,11.71603084
doi.org/10.5203/pmuser.201730578,Forks3|doi.org/10.5203/pmuser.201730578,N/A,Fiber,fibers,0.89,river,0.00131,18.3456854,0.0011659,16.32766001
doi.org/10.1016/j.envpol.2018.06.033,Grab6|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,1,river,0.517,0.13959,0.517,0.13959
doi.org/10.1016/j.envpol.2018.06.033,Grab5|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,1,river,0.518,0.13986,0.518,0.13986
doi.org/10.1016/j.envpol.2018.06.033,Grab12|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,1,river,0.493,0.13311,0.493,0.13311
doi.org/10.1016/j.envpol.2018.06.033,Grab17|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,1,river,1.075,0.29025,1.075,0.29025
doi.org/10.1016/j.envpol.2018.06.033,Grab18|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.499536608,river,0.538,0.14526,0.268750695,0.072562688
doi.org/10.1016/j.envpol.2018.06.033,Grab24|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.5,river,1.108,0.29916,0.554,0.14958
doi.org/10.1016/j.envpol.2018.06.033,Grab8|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.509225092,river,0,0,0,0
doi.org/10.1016/j.envpol.2018.06.033,Grab3|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,1,river,0.552,0.14904,0.552,0.14904
doi.org/10.1016/j.envpol.2018.06.033,Grab1|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.5,river,1.1116,0.300132,0.5558,0.150066
doi.org/10.1016/j.envpol.2018.06.033,Grab4|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,1,river,0.559,0.15093,0.559,0.15093
doi.org/10.1016/j.envpol.2018.06.033,Grab26|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,1,river,1.117,0.30159,1.117,0.30159
doi.org/10.1016/j.envpol.2018.06.033,Grab25|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.5,river,1.09,0.2943,0.545,0.14715
doi.org/10.1016/j.envpol.2018.06.033,Grab20|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.666666667,river,0,0,0,0
doi.org/10.1016/j.envpol.2018.06.033,Grab16|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,1,river,0,0,0,0
doi.org/10.1016/j.envpol.2018.06.033,Grab23|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,1,river,1.714,0.46278,1.714,0.46278
doi.org/10.1016/j.envpol.2018.06.033,Grab22|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.666861144,river,3.198,0.86346,2.132621939,0.575807923
doi.org/10.1016/j.envpol.2018.06.033,Grab7A|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.5,river,5.405,1.45935,2.7025,0.729675
doi.org/10.1016/j.envpol.2018.06.033,Grab21|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,1,river,2.137,0.57699,2.137,0.57699
doi.org/10.1016/j.marpolbul.2017.07.028,average|doi.org/10.1016/j.marpolbul.2017.07.028,N/A,Fiber,fibers,1,river,0.98,0.2646,0.98,0.2646
doi.org/10.1007/s11356-021-12898-7,doi.org/10.1007/s11356-021-12898-7|1,N/A,Fiber,fibers,1,river,1.49,0.8642,1.49,0.8642
doi.org/10.1007/s11356-021-12898-7,doi.org/10.1007/s11356-021-12898-7|2,N/A,Fiber,fibers,1,river,1.47,0.8526,1.47,0.8526
doi.org/10.1007/s11356-021-12898-7,doi.org/10.1007/s11356-021-12898-7|3,N/A,Fiber,fibers,1,river,1.36,0.7888,1.36,0.7888
doi.org/10.1016/j.envpol.2018.06.033,Net12|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.166666667,river,0.009492,0.00256284,0.001582,0.00042714
doi.org/10.1016/j.envpol.2018.06.033,Net1|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,1,river,0.000246,6.64E-05,0.000246,6.64E-05
doi.org/10.1016/j.envpol.2018.06.033,Net2|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.125054849,river,0.002278,0.00061506,0.000284875,7.69E-05
doi.org/10.1016/j.envpol.2018.06.033,Net10|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.249420849,river,0.000611,0.00016497,0.000152396,4.11E-05
doi.org/10.1016/j.envpol.2018.06.033,Net5|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.599640934,river,0.000556,0.00015012,0.0003334,9.00E-05
doi.org/10.1016/j.envpol.2018.06.033,Net15|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.160210426,river,0.001271,0.00034317,0.000203627,5.50E-05
doi.org/10.1016/j.envpol.2018.06.033,Net4|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.5,river,0.000832,0.00022464,0.000416,0.00011232
doi.org/10.1016/j.envpol.2018.06.033,Net7B|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.333333333,river,0.0035,0.000945,0.001166667,0.000315
doi.org/10.1016/j.envpol.2018.06.033,Net19|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.5,river,0.001444,0.00038988,0.000722,0.00019494
doi.org/10.1016/j.envpol.2018.06.033,Net20|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.399860433,river,0.001094,0.00029538,0.000437447,0.000118111
doi.org/10.1016/j.envpol.2018.06.033,Net3|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.666326531,river,0.00098,0.0002646,0.000653,0.00017631
doi.org/10.1016/j.envpol.2018.06.033,Net16|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.166597853,river,0.002132,0.00057564,0.000355187,9.59E-05
doi.org/10.1016/j.envpol.2018.06.033,Net13|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.068978102,river,0.001386,0.00037422,9.56E-05,2.58E-05
doi.org/10.1016/j.envpol.2018.06.033,Net14|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.800157356,river,0.013701,0.00369927,0.010962956,0.002959998
doi.org/10.1016/j.envpol.2018.06.033,Net8|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.3,river,0.001442,0.00038934,0.0004326,0.000116802
doi.org/10.1016/j.envpol.2018.06.033,Net17|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.750129333,river,0.004844,0.00130788,0.003633626,0.000981079
doi.org/10.1016/j.envpol.2018.06.033,Net23|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.749914471,river,0.0047,0.001269,0.003524598,0.000951641
doi.org/10.1016/j.envpol.2018.06.033,Net21|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.875148163,river,0.001434,0.00038718,0.001254962,0.00033884
doi.org/10.1016/j.envpol.2018.06.033,Net26|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.666666667,river,0.003654,0.00098658,0.002436,0.00065772
doi.org/10.1016/j.envpol.2018.06.033,Net24|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.769126608,river,0.002925,0.00078975,0.002249695,0.000607418
doi.org/10.1016/j.envpol.2018.06.033,Net25|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,1,river,0.00443,0.0011961,0.00443,0.0011961
doi.org/10.1016/j.envpol.2018.06.033,Net22|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.818085106,river,0.002531,0.00068337,0.002070573,0.000559055
doi.org/10.1016/j.envpol.2018.06.033,Net11|doi.org/10.1016/j.envpol.2018.06.033,N/A,Fiber,fibers,0.192335942,river,0.001294,0.00034938,0.000248883,6.72E-05
doi.org/10.1021/es503610r,upstream|doi.org/10.1021/es503610r,N/A,Fiber,fibers,0.62371134,river,0.00194,26.4988286,0.00121,16.52761989
doi.org/10.1021/es503610r,downstream|doi.org/10.1021/es503610r,N/A,Fiber,fibers,0.58984375,river,0.01793,244.9092767,0.010575898,144.4582062
doi.org/10.1016/j.envpol.2018.06.033,Grab11|doi.org/10.1016/j.envpol.2018.06.033,N/A,Nurdle,beads,1,river,0.518,0.13986,0.518,0.13986
doi.org/10.1016/j.envpol.2018.06.033,Grab9|doi.org/10.1016/j.envpol.2018.06.033,N/A,Nurdle,beads,1,river,1.046,0.28242,1.046,0.28242
doi.org/10.1016/j.envpol.2018.06.033,Net6|doi.org/10.1016/j.envpol.2018.06.033,N/A,Nurdle,beads,0.75047619,river,0.000525,0.00014175,0.000394,0.00010638
doi.org/10.1016/j.envpol.2018.06.033,Net12|doi.org/10.1016/j.envpol.2018.06.033,N/A,Nurdle,beads,0.5,river,0.009492,0.00256284,0.004746,0.00128142
doi.org/10.1016/j.envpol.2018.06.033,Net9|doi.org/10.1016/j.envpol.2018.06.033,N/A,Nurdle,beads,0.499263382,river,0.00479,0.0012933,0.002391472,0.000645697
doi.org/10.1016/j.envpol.2018.06.033,Net10|doi.org/10.1016/j.envpol.2018.06.033,N/A,Nurdle,beads,0.25019305,river,0.000611,0.00016497,0.000152868,4.13E-05
doi.org/10.1016/j.envpol.2018.06.033,Net20|doi.org/10.1016/j.envpol.2018.06.033,N/A,Nurdle,beads,0.399860433,river,0.001094,0.00029538,0.000437447,0.000118111
doi.org/10.1016/j.envpol.2018.06.033,Net23|doi.org/10.1016/j.envpol.2018.06.033,N/A,Nurdle,beads,0.250085529,river,0.0047,0.001269,0.001175402,0.000317359
doi.org/10.1016/j.envpol.2018.06.033,Net26|doi.org/10.1016/j.envpol.2018.06.033,N/A,Nurdle,beads,0.166666667,river,0.003654,0.00098658,0.000609,0.00016443
doi.org/10.1016/j.envpol.2018.06.033,Net24|doi.org/10.1016/j.envpol.2018.06.033,N/A,Nurdle,beads,0.076957797,river,0.002925,0.00078975,0.000225102,6.08E-05
doi.org/10.1016/j.envpol.2018.06.033,Net13|doi.org/10.1016/j.envpol.2018.06.033,N/A,Sphere,spheres,0.034452555,river,0.001386,0.00037422,4.78E-05,1.29E-05
doi.org/10.1016/j.jwpe.2020.101640,Average|doi.org/10.1016/j.jwpe.2020.101640,N/A,Sphere,spherical,0.15,river,63,74898335.61,9.45,11234750.34
doi.org/10.1016/j.jwpe.2020.101640,James|doi.org/10.1016/j.jwpe.2020.101640,N/A,Sphere,spherical,0.15,river,36,42799048.92,5.4,6419857.338
doi.org/10.1016/j.jwpe.2020.101640,Roanoke|doi.org/10.1016/j.jwpe.2020.101640,N/A,Sphere,spherical,0.15,river,180,213995244.6,27,32099286.69
doi.org/10.1016/j.jwpe.2020.101640,Stroubles|doi.org/10.1016/j.jwpe.2020.101640,N/A,Sphere,spherical,0.15,river,17,20210661.99,2.55,3031599.299
doi.org/10.1021/es503610r,downstream|doi.org/10.1021/es503610r,N/A,Foam,styrofoam,0.013950893,river,0.01793,244.9092767,0.00025014,3.416703114
