,Min,Max,Value,Test Name,Comment,ID,density,polymer
70714,NA,NA,1.41,NA,NA,89179,1.41,Epoxy
70715,NA,NA,1.25,ISO 1183,NA,89180,1.25,PC
70716,1.31,1.35,NA,ASTM D792,NA,89181,1.33,Vinyl (PVC)
70717,NA,NA,1.02,ISO 1183-1A,NA,89182,1.02,PP
70718,NA,NA,0.95,ISO 1183,NA,89183,0.95,Thermoplastic Elastomers
70719,NA,NA,0.926,NA,NA,89184,0.926,LDPE
70720,NA,NA,1.32,ISO 1183,NA,89186,1.32,Nylon 6
70721,NA,NA,1.09,ASTM D792,NA,89187,1.09,Polystyrene
70722,NA,NA,3.12,NA,NA,89188,3.12,Silicone
70723,NA,NA,0.918,ASTM D 792,NA,89189,0.918,LLDPE
70724,NA,NA,0.964,ASTM D1505,NA,89190,0.964,HDPE
70725,NA,NA,1.145,ISO 1183,NA,89191,1.145,ABS
70726,NA,NA,0.9,ISO 1183-1,NA,89194,0.9,PP
70727,NA,NA,0.98,ISO 1183-1,NA,89196,0.98,Thermoplastic Elastomers
70728,NA,NA,1.38,ISO 1183,NA,89197,1.38,Nylon 66
70729,NA,NA,1.31,ASTM D 792,NA,89198,1.31,PC
70730,NA,NA,0.958,ISO 1183-1,NA,89200,0.958,HDPE
70731,NA,NA,0.919,ASTM D1505,NA,89201,0.919,LDPE
70732,NA,NA,1.7,ISO 1183,NA,89202,1.7,Thermoset Polyester
70733,NA,NA,0.91,ISO 1183-1/A,NA,89203,0.91,PP
70734,NA,NA,1.14,DIN 53479,NA,89205,1.14,Nylon 6
70735,NA,NA,1.19,DIN 53479,NA,89206,1.19,PMMA
70736,NA,NA,1.04,ASTM D 792,NA,89208,1.04,ABS
70737,NA,NA,1.94,NA,NA,89209,1.94,Polyphenylene Sulfide (PPS)
70738,NA,NA,1.01,ISO 1183-1A,NA,89211,1.01,PP
70739,NA,NA,1.1,NA,NA,89212,1.1,AcrylicCyanoacrylate Adhesive
70740,NA,NA,1.25,ASTM D792,NA,89214,1.25,Vinyl (PVC)
70741,NA,NA,1.19,ISO 1183,NA,89215,1.19,PMMA
70742,NA,NA,2.3,ISO 1183,NA,89216,2.3,Nylon 6
70743,NA,NA,1.36,ASTM D792,NA,89218,1.36,Vinyl (PVC)
70744,NA,NA,1.29,ASTM D792,NA,89219,1.29,PC
70745,NA,NA,0.889,ASTM D792,NA,89220,0.889,Thermoplastic Elastomers
70746,NA,NA,1.25,ASTM D792,NA,89221,1.25,PC
70747,NA,NA,1.41,ASTM D792,NA,89222,1.41,Nylon 66
70748,NA,NA,1.26,ISO 1183,NA,89223,1.26,Nylon 6
70749,NA,NA,1.24,ISO 1183,NA,89225,1.24,Nylon 66
70750,NA,NA,1.02,ISO 1183,NA,89226,1.02,PP
70751,NA,NA,1.33,ASTM D792,NA,89227,1.33,Vinyl (PVC)
70752,NA,NA,1.54,ISO 1183-1 A,NA,89228,1.54,Silicone
70753,NA,NA,1.27,ASTM D792,NA,89229,1.27,Polyethylene Terephthalate
70754,NA,NA,0.89,ASTM D792,NA,89230,0.89,Thermoplastic Elastomers
70755,NA,NA,1.11,ASTM D792,NA,89231,1.11,Thermoplastic Elastomers
70756,NA,NA,2.19,NA,NA,89232,2.19,PTFE
70757,NA,NA,1.17,ISO 1183; JIS K7112,NA,89233,1.17,PMMA
70758,NA,NA,1.09,ISO 1183-1A,NA,89234,1.09,PP
70759,NA,NA,1.27,ASTM D792,NA,89235,1.27,Vinyl (PVC)
70760,NA,NA,1.48,ISO 1183,NA,89236,1.48,Nylon 66
70761,NA,NA,1.15,ISO 1183,NA,89237,1.15,Polyphenylene EtherPPO
70762,NA,NA,1.15,ISO 1183,NA,89237,1.15,Polystyrene
70763,NA,NA,1.2,ASTM D792,NA,89238,1.2,PC
70764,NA,NA,1.31,ASTM D 792,NA,89241,1.31,ABS
70765,NA,NA,1.31,ASTM D 792,NA,89241,1.31,PC
70766,NA,NA,1.68,ASTM D792,NA,89243,1.68,Polyphenylene Sulfide (PPS)
70767,NA,NA,1.49,ISO 1183,NA,89244,1.49,Polyphenylene Sulfide (PPS)
70768,NA,NA,1.23,ISO 2781,NA,89245,1.23,Thermoplastic Polyurethane
70769,NA,NA,1.24,ASTM D 792,NA,89246,1.24,Thermoplastic Elastomers
70770,NA,NA,1.19,ASTM D792,NA,89248,1.19,Thermoplastic Polyurethane
70771,NA,NA,1.19,ASTM D792,NA,89248,1.19,Thermoplastic Elastomers
70772,NA,NA,1.2,ASTM D792,NA,89249,1.2,PC
70773,NA,NA,1.36,ISO 1183,NA,89250,1.36,Polybutylene Terephthalate
70774,NA,NA,4.5,NA,NA,89251,4.5,Nylon 12
70775,NA,NA,0.89,ASTM D 792,NA,89254,0.89,Thermoplastic Elastomers
70776,NA,NA,1.13,ASTM D792,NA,89255,1.13,Nylon 6
70777,NA,NA,1.09,ISO 1183/A,NA,89256,1.09,Nylon 6-66
70778,NA,NA,0.907,ASTM D792,NA,89257,0.907,Thermoplastic Elastomers
70779,NA,NA,1.19,ISO 1183,NA,89258,1.19,PC
70780,NA,NA,1.18,NA,NA,89259,1.18,ABS
70781,NA,NA,1.19,ASTM D792,NA,89260,1.19,PC
70782,NA,NA,0.927,ASTM D1505,NA,89261,0.927,LDPE
70783,NA,NA,1.43,ASTM D792,NA,89262,1.43,Thermoset Polyimide
70784,NA,NA,1.46,ASTM D792,NA,89263,1.46,Polybutylene Terephthalate
70785,NA,NA,1.23,ISO 1183-1,NA,89264,1.23,PP
70786,NA,NA,1.38,ISO 1183,NA,89265,1.38,PC
70787,NA,NA,1.35,ISO 1183,NA,89266,1.35,Nylon 6
70788,NA,NA,1.36,ASTM D 792,NA,89268,1.36,Nylon 6
70789,NA,NA,0.905,ASTM D1505,NA,89269,0.905,PP
70790,NA,NA,0.94,ASTM D 792,NA,89270,0.94,Thermoplastic Elastomers
70791,NA,NA,1.58,ISO 1183,NA,89271,1.58,Nylon 66
70792,NA,NA,1.63,ASTM D792,NA,89272,1.63,PC
70793,NA,NA,1,ISO 1183-1A,NA,89273,1,PP
70794,NA,NA,1.54,ISO 1183,NA,89274,1.54,Nylon 66
70795,NA,NA,1.27,ASTM D792,NA,89275,1.27,Polyetherimide 
70796,NA,NA,1.39,ISO 1183,NA,89277,1.39,Nylon 66
70797,NA,NA,1.19,ASTM D792,NA,89278,1.19,PC
70798,NA,NA,1.65,ISO 1183,NA,89279,1.65,Polyphthalamide (PPA)
70799,NA,NA,1.2,NA,NA,89280,1.2,Epoxy
70800,NA,NA,1.36,ISO 1183,NA,89281,1.36,Nylon 6
70801,NA,NA,1.34,ASTM D792,NA,89282,1.34,PC
70802,NA,NA,1.26,ASTM D792,NA,89283,1.26,Vinyl (PVC)
70803,NA,NA,0.88,ASTM D792,NA,89284,0.88,Thermoplastic Elastomers
70804,1.2,1.5,NA,ASTM D792,NA,89286,1.35,Epoxy
70805,NA,NA,1.28,ISO 1183,NA,89287,1.28,PC
70806,NA,NA,1.41,ISO 1183,NA,89288,1.41,Nylon 66
70807,NA,NA,1.2,ISO 1183,NA,89290,1.2,ABS
70808,NA,NA,1.26,ISO 1183,NA,89291,1.26,Nylon 6
70809,NA,NA,1.75,ISO 1183,NA,89292,1.75,Thermoset Polyester
70810,NA,NA,1.24,ISO 1183,NA,89293,1.24,PC
70811,1.48,1.52,NA,ASTM D792,NA,89298,1.5,Vinyl (PVC)
70812,NA,NA,1.34,ISO 1183/A,NA,89299,1.34,PP
70813,NA,NA,1.04,ISO 1183/A,NA,89300,1.04,PP
70814,NA,NA,1.18,NA,NA,89301,1.18,Thermoplastic Polyurethane
70815,NA,NA,1.41,ISO 1183,NA,89302,1.41,Nylon 46
70816,NA,NA,0.0433,NA,NA,89303,0.0433,Polystyrene
70817,NA,NA,0.0481,NA,NA,89303,0.0481,Polystyrene
70818,NA,NA,1.2,ASTM D792,NA,89304,1.2,PC
70819,NA,NA,1.1,NA,NA,89305,1.1,AcrylicCyanoacrylate Adhesive
70820,NA,NA,1.25,ISO 2781,NA,89307,1.25,Thermoplastic Polyurethane
70821,NA,NA,1.52,ISO 1183,NA,89308,1.52,Polyphenylene EtherPPO
70822,NA,NA,1.52,ISO 1183,NA,89308,1.52,Polyphenylene Sulfide (PPS)
70823,NA,NA,1.22,ASTM D792,NA,89310,1.22,Phenolic
70824,NA,NA,1.22,ISO 1183,NA,89311,1.22,Thermoplastic Elastomers
70825,NA,NA,1.04,ISO 1183,NA,89312,1.04,Polystyrene
70826,NA,NA,1.4,ASTM D792,NA,89313,1.4,Vinyl (PVC)
70827,NA,NA,1.15,ASTM D792,NA,89314,1.15,ABS
70828,NA,NA,1.15,ASTM D792,NA,89314,1.15,PC
70829,NA,NA,0.375,NA,NA,89315,0.375,Epoxy
70830,NA,NA,1.15,ISO 1183,NA,89316,1.15,Thermoplastic Elastomers
70831,NA,NA,0.9,ISO 1183-1,NA,89317,0.9,PP
70832,NA,NA,1.91,NA,NA,89319,1.91,Nylon 6
70833,NA,NA,1.29,ASTM D792,NA,89321,1.29,ABS
70834,NA,NA,0.939,NA,NA,89322,0.939,Ethylene Vinyl Acetate
70835,NA,NA,1.42,ASTM D792,NA,89323,1.42,Polyetherimide 
70836,NA,NA,1.18,ISO 1183,NA,89324,1.18,Nylon 6
70837,NA,NA,1.25,ASTM D792,NA,89325,1.25,Vinyl (PVC)
70838,NA,NA,1.02,ASTM D 792,NA,89326,1.02,PP
70839,NA,NA,0.954,ASTM D1505,NA,89327,0.954,Ethylene Vinyl Acetate
70840,NA,NA,0.97,ISO 1183,NA,89328,0.97,PP
70841,NA,NA,1.13,ASTM D 792,NA,89329,1.13,ABS
70842,NA,NA,1.13,ASTM D 792,NA,89329,1.13,PC
70843,NA,NA,1.07,ISO 1183,NA,89330,1.07,Nylon 66
70844,0.1,0.14,NA,ISO 845-88,NA,89333,0.12,Rubber or Thermoset Elastomer
70845,NA,NA,1.46,ISO 1183,NA,89334,1.46,Polyetheretherketone
70846,NA,NA,1.41,NA,NA,89335,1.41,Silicone
70847,NA,NA,0.926,NA,NA,89337,0.926,LLDPE
70848,NA,NA,1.33,ASTM D 792,NA,89341,1.33,Polybutylene Terephthalate
70849,NA,NA,1.33,ASTM D 792,NA,89341,1.33,PC
70850,NA,NA,1.19,ASTM D792,NA,89342,1.19,Thermoplastic Polyurethane
70851,NA,NA,0.917,ISO 1183,NA,89343,0.917,Thermoplastic Elastomers
70852,NA,NA,1.58,ASTM D792,NA,89344,1.58,Polybutylene Terephthalate
70853,1.75,1.8,NA,ASTM D792,NA,89345,1.775,PVDF
70854,NA,NA,1.22,ISO 1183,NA,89348,1.22,Polyphenylene EtherPPO
70855,NA,NA,1.12,ASTM D792,NA,89349,1.12,PP
70856,NA,NA,1.2,ASTM D792,NA,89350,1.2,PC
70857,NA,NA,1.07,NA,NA,89351,1.07,Rubber or Thermoset Elastomer
70858,NA,NA,1.52,ASTM D792,NA,89353,1.52,Polystyrene
70859,NA,NA,1.16,ISO 1183,NA,89357,1.16,Acrylonitrile-Styrene-Acrylate 
70860,NA,NA,1.16,NA,NA,89358,1.16,Rubber or Thermoset Elastomer
70861,NA,NA,1.16,NA,NA,89358,1.16,Silicone
70862,NA,NA,1.04,ISO 1183,NA,89360,1.04,Nylon 12
70863,NA,NA,1.04,ISO 1183,NA,89361,1.04,PP
70864,NA,NA,1.08,ASTM D 792,NA,89362,1.08,Thermoplastic Elastomers
70865,NA,NA,1.39,ASTM D792,NA,89363,1.39,Polyetherimide 
70866,NA,NA,1.22,ISO 1183,NA,89364,1.22,PC
70867,NA,NA,1.1,ASTM D792,NA,89365,1.1,Polyphenylene EtherPPO
70868,NA,NA,1.1,ASTM D792,NA,89365,1.1,Thermoplastic Elastomers
70869,NA,NA,1.41,ASTM D792,NA,89366,1.41,Polyphthalamide (PPA)
70870,NA,NA,1.27,ISO 1183,NA,89367,1.27,HDPE
70871,NA,NA,1.26,ASTM D792,NA,89368,1.26,Vinyl (PVC)
70872,NA,NA,1.18,NA,NA,89371,1.18,Thermoplastic Polyurethane
70873,NA,NA,1.18,NA,NA,89371,1.18,Thermoplastic Elastomers
70874,NA,NA,1.24,ISO 1183,NA,89372,1.24,Nylon 66
70875,NA,NA,1.56,ASTM D792,NA,89374,1.56,Acetal
70876,NA,NA,1.33,ISO 1183,NA,89375,1.33,Nylon 6
70877,NA,NA,1.08,NA,NA,89376,1.08,Thermoplastic Elastomers
70878,NA,NA,1.55,ISO 1183,NA,89377,1.55,Acetal
70879,NA,NA,0.95,ASTM D1505,NA,89378,0.95,HDPE
70880,NA,NA,1.64,ISO 1183,NA,89379,1.64,Polyethylene Terephthalate
70881,0.88,0.89,NA,NA,NA,89381,0.885,Thermoplastic Elastomers
70882,NA,NA,0.943,ASTM D1505,NA,89382,0.943,HDPE
70883,NA,NA,1.04,ISO 1183,NA,89383,1.04,ABS
70884,NA,NA,1.15,ISO 1183-1 A,NA,89387,1.15,Silicone
70885,NA,NA,1.44,ISO 1183,NA,89390,1.44,Polyetherimide 
70886,NA,NA,1.07,ISO 1183,NA,89392,1.07,Thermoplastic Elastomers
70887,NA,NA,1.016,ISO 1183,NA,89393,1.016,Nylon 12
70888,NA,NA,1.23,ASTM D792,NA,89394,1.23,PP
70889,NA,NA,1.16,ISO 1183,NA,89395,1.16,Thermoplastic Elastomers
70890,NA,NA,1.26,ISO 1183,NA,89396,1.26,ABS
70891,NA,NA,1.47,ISO 1183,NA,89397,1.47,Nylon 6
70892,NA,NA,0.88,ASTM D792,NA,89398,0.88,Thermoplastic Elastomers
70893,NA,NA,1.07,NA,NA,89399,1.07,Thermoplastic Elastomers
70894,NA,NA,1.29,ASTM D792,NA,89400,1.29,Thermoplastic Elastomers
70895,NA,NA,1.4,ISO 1183,NA,89403,1.4,Nylon 66
70896,NA,NA,1.65,ISO 1183,NA,89404,1.65,Nylon 12
70897,NA,NA,1.3,ISO 1183,NA,89406,1.3,PC
70898,NA,NA,1.08,ISO 1183,NA,89409,1.08,Nylon 6
70899,NA,NA,0.89,ASTM D792,NA,89411,0.89,Thermoplastic Elastomers
70900,NA,NA,0.98,ISO 1183,NA,89412,0.98,Thermoplastic Elastomers
70901,NA,NA,1.38,ISO 1183,NA,89413,1.38,Polyetheretherketone
70902,NA,NA,1.2,ASTM D792,NA,89416,1.2,PC
70903,NA,NA,1.25,ISO 1183,NA,89417,1.25,Nylon 6
70904,NA,NA,1.14,ISO 1183,NA,89421,1.14,Nylon 66
70905,NA,NA,1.38,ISO 1183,NA,89422,1.38,Nylon 66
70906,NA,NA,1.71,ISO 1183,NA,89423,1.71,Nylon 66
70907,NA,NA,1.45,ASTM D792,NA,89424,1.45,Polyetheretherketone
70908,NA,NA,0.954,ASTM D792,NA,89425,0.954,HDPE
70909,NA,NA,1.09,ISO 1183-1A,NA,89426,1.09,PP
70910,NA,NA,0.952,NA,NA,89427,0.952,HDPE
70911,3.8,4,NA,ASTM D1457,NA,89428,3.9,PTFE
70912,NA,NA,0.905,ASTM D792,NA,89429,0.905,PP
70913,NA,NA,0.842,ASTM D792,NA,89430,0.842,Thermoplastic Elastomers
70914,NA,NA,1.22,ISO 1183,NA,89431,1.22,Nylon 6
70915,NA,NA,1.44,ISO 1183,NA,89432,1.44,PC
70916,NA,NA,1.17,ISO 1183; JIS K7112,NA,89434,1.17,PMMA
70917,NA,NA,1.32,ISO 1183/A,NA,89436,1.32,Nylon 66
70918,NA,NA,1.2,ISO 1183,NA,89437,1.2,PC
70919,NA,NA,1.32,ISO 1183,NA,89438,1.32,Polyphenylene EtherPPO
70920,NA,NA,1.32,ISO 1183,NA,89438,1.32,Polystyrene
70921,NA,NA,1.19,ASTM D792,NA,89439,1.19,PC
70922,NA,NA,0.905,ASTM D790,NA,89440,0.905,PP
70923,NA,NA,1.13,ASTM D792,NA,89441,1.13,Nylon 6
70924,NA,NA,1.33,ASTM D792,NA,89442,1.33,Vinyl (PVC)
70925,NA,NA,1.15,ASTM D 792,NA,89443,1.15,ABS
70926,NA,NA,1.15,ASTM D 792,NA,89443,1.15,PC
70927,NA,NA,1.32,ISO 1183,NA,89444,1.32,Nylon 66
70928,NA,NA,1.2,ISO 1183-1 A,NA,89445,1.2,Silicone
70929,NA,NA,0.877,ASTM D792,NA,89446,0.877,Thermoplastic Elastomers
70930,NA,NA,1.45,ASTM D792,NA,89447,1.45,Polyetheretherketone
70931,NA,NA,1.37,ISO 1183,NA,89449,1.37,Nylon 66
70932,NA,NA,1.25,ISO 1183,NA,89450,1.25,PC
70933,NA,NA,0.9,ISO 1183-1,NA,89453,0.9,PP
70934,NA,NA,1.283,ISO 1183,NA,89455,1.283,Nylon 6
70935,NA,NA,1.4,ASTM D792,NA,89456,1.4,Polyetheretherketone
70936,NA,NA,1.17,ASTM D792,NA,89457,1.17,Thermoplastic Elastomers
70937,NA,NA,1.15,ISO 1183,NA,89458,1.15,Thermoplastic Elastomers
70938,NA,NA,1.02,ISO 1183-1A,NA,89459,1.02,PP
70939,NA,NA,1.2,ASTM D 792,NA,89460,1.2,PC
70940,NA,NA,0.94,ASTM D 792,NA,89462,0.94,Thermoplastic Elastomers
70941,NA,NA,1.11,NA,NA,89463,1.11,Thermoset Polyester
70942,NA,NA,0.9,ISO 1183,NA,89464,0.9,PP
70943,NA,NA,1,ISO 1183,NA,89465,1,PP
70944,NA,NA,1.21,ISO 1183-1A,NA,89466,1.21,PP
70945,NA,NA,1.56,ISO 1183,NA,89467,1.56,Nylon 66
70946,NA,NA,0.96,ISO 1183,NA,89468,0.96,Thermoplastic Elastomers
70947,NA,NA,1.81,NA,NA,89469,1.81,Thermoset Fluoropolymer
70948,NA,NA,1.81,NA,NA,89469,1.81,Rubber or Thermoset Elastomer
70949,NA,NA,1.39,ASTM D 792,NA,89470,1.39,Nylon 6
70950,NA,NA,1.09,ISO 1183,NA,89471,1.09,Nylon 66
70951,NA,NA,1.03,ISO 1183,NA,89472,1.03,PP
70952,NA,NA,1.2,ISO 1183,NA,89473,1.2,PC
70953,NA,NA,1.4,ISO 1183,NA,89474,1.4,Polyetheretherketone
70954,NA,NA,1.1,ASTM D792,NA,89475,1.1,Polyphenylene EtherPPO
70955,NA,NA,1.1,ASTM D792,NA,89475,1.1,Polystyrene
70956,NA,NA,1.18,NA,NA,89476,1.18,Rubber or Thermoset Elastomer
70957,NA,NA,1.18,NA,NA,89476,1.18,Silicone
70958,NA,NA,1.58,ISO 1183,NA,89478,1.58,Nylon 66
70959,NA,NA,1.2,ASTM D792,NA,89479,1.2,PC
70960,NA,NA,1.88,ASTM D792,NA,89480,1.88,Phenolic
70961,NA,NA,0.945,ISO 1183,NA,89481,0.945,Thermoplastic Elastomers
70962,NA,NA,1.2,ISO 1183,NA,89482,1.2,Nylon 6-66
70963,NA,NA,1.19,ASTM D729,NA,89484,1.19,PMMA
70964,NA,NA,1.12,ISO 1183,NA,89485,1.12,Acrylonitrile-Styrene-Acrylate 
70965,NA,NA,0.921,ASTM D1505,NA,89486,0.921,PP
70966,NA,NA,1.41,NA,NA,89489,1.41,Acetal
70967,NA,NA,1.5,NA,NA,89491,1.5,Epoxy
70968,NA,NA,1.4,ISO 1183,NA,89492,1.4,Polyetheretherketone
70969,NA,NA,1.05,ASTM D792,NA,89494,1.05,Polyphenylene EtherPPO
70970,NA,NA,1.05,ASTM D792,NA,89494,1.05,Polystyrene
70971,NA,NA,1.54,ISO 1183,NA,89495,1.54,Polyphthalamide (PPA)
70972,NA,NA,0.91,ISO 1183-1A,NA,89496,0.91,PP
70973,NA,NA,1.36,ISO 1183,NA,89497,1.36,Nylon 6
70974,NA,NA,0.9,ISO 1183-1A,NA,89498,0.9,Thermoplastic Elastomers
70975,NA,NA,1.19,ASTM D792,NA,89499,1.19,PC
70976,NA,NA,0.91,ISO 1183,NA,89500,0.91,Thermoplastic Elastomers
70977,NA,NA,1.21,ISO 1183,NA,89501,1.21,Cellulosic
70978,NA,NA,1.75,ISO 1183,NA,89502,1.75,Thermoset Polyester
70979,NA,NA,1.15,ASTM D 792,NA,89506,1.15,ABS
70980,NA,NA,1.51,ISO 1183,NA,89507,1.51,Acetal
70981,NA,NA,1.13,ISO 1183,NA,89508,1.13,Nylon 6
70982,NA,NA,0.924,NA,NA,89509,0.924,LDPE
70983,1.14,1.38,NA,ISO 1183,NA,89510,1.26,Nylon 6
70984,NA,NA,1.27,ISO 1183,NA,89512,1.27,PC
70985,NA,NA,0.97,ASTM D 792,NA,89514,0.97,PP
70986,0.19,0.29,NA,ASTM D1056,NA,89515,0.24,Vinyl (PVC)
70987,NA,NA,1.1,ISO 1183,NA,89516,1.1,Thermoplastic Elastomers
70988,NA,NA,0.89,NA,NA,89517,0.89,Thermoplastic Elastomers
70989,NA,NA,1.7,ASTM D792,NA,89519,1.7,Polyetheretherketone
70990,NA,NA,1.23,ASTM D792,NA,89520,1.23,PC
70991,NA,NA,1.01,ISO 1183-1A,NA,89521,1.01,PP
70992,NA,NA,1.28,ASTM D792,NA,89522,1.28,Nylon 66
70993,NA,NA,1.57,ISO 1183,NA,89523,1.57,Nylon 6
70994,NA,NA,1.48,ISO 1183,NA,89524,1.48,Polyphthalamide (PPA)
70995,NA,NA,0.944,"ASTM D792, ISO 1183",NA,89525,0.944,Ethylene Methyl Acrylate
70996,NA,NA,0.96,NA,NA,89526,0.96,Rubber or Thermoset Elastomer
70997,NA,NA,1.07,ASTM D792,NA,89527,1.07,Acrylonitrile-Styrene-Acrylate 
70998,NA,NA,1.62,ASTM D792,NA,89529,1.62,Thermoset Polyimide
70999,NA,NA,1.19,ASTM D792,NA,89530,1.19,PMMA
71000,NA,NA,1.3,ISO 1183,NA,89531,1.3,Polyetheretherketone
71001,NA,NA,1.32,NA,NA,89533,1.32,Polyetheretherketone
71002,NA,NA,0.924,ISO 1183-1,NA,89535,0.924,LDPE
71003,NA,NA,1.1,NA,NA,89536,1.1,Vinyl (PVC)
71004,NA,NA,1.13,ISO 1183-1A,NA,89537,1.13,PP
71005,NA,NA,1.17,ASTM D792,NA,89538,1.17,Thermoplastic Polyurethane
71006,NA,NA,0.985,ISO 1183,NA,89540,0.985,PP
71007,NA,NA,1.05,ISO 1183,NA,89541,1.05,Thermoplastic Elastomers
71008,1.17,1.23,NA,ASTM D 792,NA,89544,1.2,Vinyl (PVC)
71009,NA,NA,1,ISO 1183,NA,89546,1,Nylon 12
71010,NA,NA,1.18,ASTM D792,NA,89547,1.18,PC
71011,NA,NA,1.06,ISO 1183,NA,89548,1.06,Nylon 612
71012,NA,NA,1.19,NA,NA,89549,1.19,Thermoplastic Polyurethane
71013,NA,NA,1.19,NA,NA,89549,1.19,Thermoplastic Elastomers
71014,NA,NA,1.7,ISO 1183,NA,89550,1.7,Nylon 12
71015,NA,NA,1.03,ASTM D792,NA,89552,1.03,ABS
71016,NA,NA,1.36,ISO 1183,NA,89554,1.36,PC
71017,NA,NA,2.65,NA,NA,89555,2.65,Silicone
71018,NA,NA,1.1,ISO 1183,NA,89556,1.1,Thermoplastic Elastomers
71019,NA,NA,1.34,ASTM D792,NA,89557,1.34,Nylon 66
71020,NA,NA,1.65,ASTM D792,NA,89558,1.65,Polyphenylene Sulfide (PPS)
71021,NA,NA,1.34,ASTM D792,NA,89559,1.34,Polyphenylene Sulfide (PPS)
71022,NA,NA,0.919,ISO 1183-1,NA,89561,0.919,LDPE
71023,NA,NA,1.23,ISO 1183,NA,89564,1.23,PC
71024,NA,NA,0.89,ASTM D792,NA,89565,0.89,Thermoplastic Elastomers
71025,NA,NA,1.62,ISO 1183/A,NA,89566,1.62,Nylon 6
71026,NA,NA,1.13,ISO 1183,NA,89567,1.13,Nylon 6
71027,NA,NA,3,NA,NA,89568,3,Nylon 12
71028,NA,NA,1.33,ISO 1183,NA,89569,1.33,PC
71029,NA,NA,1.02,ASTM D792,NA,89570,1.02,Nylon 66
71030,NA,NA,1.07,ISO 1183,NA,89571,1.07,Nylon 6
71031,NA,NA,1.05,ISO 1183,NA,89573,1.05,Silicone
71032,NA,NA,1.25,NA,NA,89576,1.25,Polystyrene
71033,NA,NA,1.18,ISO 1183,NA,89578,1.18,Thermoplastic Elastomers
71034,NA,NA,0.948,ASTM D4883,NA,89579,0.948,HDPE
71035,NA,NA,1.2,ISO 1183,NA,89580,1.2,Nylon 6
71036,NA,NA,1.13,ISO 1183,NA,89581,1.13,Nylon 6
71037,NA,NA,1.45,ISO 1183,NA,89582,1.45,Nylon 6
71038,NA,NA,1.18,NA,NA,89583,1.18,Thermoplastic Polyurethane
71039,NA,NA,1.18,NA,NA,89583,1.18,Thermoplastic Elastomers
71040,1.82,1.84,NA,ISO 1183,NA,89584,1.83,PP
71041,NA,NA,1.44,ISO 1183,NA,89585,1.44,Polyetheretherketone
71042,NA,NA,0.92,NA,NA,89587,0.92,LDPE
71043,NA,NA,1.36,ASTM D792,NA,89588,1.36,PC
71044,NA,NA,1.18,ISO 1183,NA,89590,1.18,ABS
71045,NA,NA,1.18,ISO 1183,NA,89590,1.18,PC
71046,NA,NA,1.02,ISO 1183-1A,NA,89591,1.02,PP
71047,1.29,1.35,NA,ASTM D 792,NA,89592,1.32,Vinyl (PVC)
71048,NA,NA,1.19,ISO 1183,NA,89593,1.19,PC
71049,NA,NA,1.45,ISO 1183A,NA,89594,1.45,PP
71050,NA,NA,1.32,ISO 1183,NA,89595,1.32,Nylon 6
71051,NA,NA,0.91,ISO 1183-1A,NA,89598,0.91,PP
71052,NA,NA,1.58,ISO 1183,NA,89599,1.58,Nylon 6-66
71053,NA,NA,1.28,ASTM D792,NA,89601,1.28,Vinyl (PVC)
71054,NA,NA,1.65,ISO 1183,NA,89603,1.65,Liquid Crystal Polymer
71055,NA,NA,0.921,NA,NA,89604,0.921,LDPE
71056,NA,NA,0.933,ASTM D1505,NA,89605,0.933,LLDPE
71057,NA,NA,0.924,ASTM D1505,NA,89606,0.924,LDPE
71058,NA,NA,0.93,ASTM D792,NA,89607,0.93,LLDPE
71059,NA,NA,0.91,ISO 1183-1A,NA,89609,0.91,PP
71060,NA,NA,1.6,ISO 1183,NA,89610,1.6,Acetal
71061,NA,NA,1,NA,NA,89612,1,Silicone
71062,NA,NA,1.395,ISO 1183,NA,89613,1.395,Nylon 6
71063,NA,NA,1.17,ISO 1183-1 A,NA,89614,1.17,Silicone
71064,NA,NA,1,"ASTM D792, ISO 1183",NA,89615,1,Ethylene Vinyl Acetate
71065,NA,NA,1.39,ISO 1183,NA,89616,1.39,Nylon 6
71066,NA,NA,1.35,ASTM D792,NA,89617,1.35,Vinyl (PVC)
71067,NA,NA,1.4,ISO 1183,NA,89618,1.4,Acetal
71068,NA,NA,0.954,ASTM D1505,NA,89620,0.954,HDPE
71069,NA,NA,1.52,ISO 1183,NA,89621,1.52,Nylon 46
71070,1.7,NA,NA,ASTM D792,NA,89622,NA,ETFE-ECTFE
71071,NA,NA,1.27,ISO 1183,NA,89624,1.27,Polyetherimide 
71072,NA,NA,1.08,ISO 1183,NA,89625,1.08,Styrene Acrylonitrile (SAN)
71073,NA,NA,2.1,NA,NA,89629,2.1,PTFE
71074,NA,NA,0.94,"ASTM D792, ISO 1183",NA,89630,0.94,Ethylene Vinyl Acetate
71075,NA,NA,1.01,NA,NA,89632,1.01,Silicone
71076,NA,NA,1.12,ASTM D792,NA,89633,1.12,Polyphenylene EtherPPO
71077,NA,NA,1.12,ASTM D792,NA,89633,1.12,Polystyrene
71078,NA,NA,0.033,ISO 845,NA,89634,0.033,PVDF
71079,NA,NA,1.14,ISO 1183,NA,89635,1.14,Nylon 66
71080,NA,NA,1.16,ISO 1183,NA,89636,1.16,Thermoplastic Elastomers
71081,NA,NA,0.99,ISO 1183-1A,NA,89637,0.99,PP
